scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4648,182.149,51.699,1.0,181.853,64.165,1.0,183.369,78.039,1.0,179.47,92.22,1.0,172.355,108.117,1.0,160.305,120.358,1.0,139.673,125.989,1.0,120.27,126.299,1.0,105.416,116.368,1.0,94.756,102.333,1.0,87.478,89.342,1.0,82.116,80.587,1.0
4649,182.117,51.679,1.0,181.813,64.131,1.0,183.405,78.084,1.0,179.409,92.282,1.0,172.568,108.143,1.0,160.343,120.404,1.0,139.701,125.859,1.0,120.318,126.033,1.0,105.447,116.058,1.0,94.795,101.668,1.0,88.081,88.477,1.0,82.676,79.909,1.0
4650,182.086,51.589,1.0,181.745,64.048,1.0,183.369,78.135,1.0,179.349,92.37,1.0,172.496,108.217,1.0,160.355,120.224,1.0,139.81,125.903,1.0,120.275,125.923,1.0,105.424,115.907,1.0,94.851,101.757,1.0,87.803,88.65,1.0,82.558,79.927,1.0
4651,182.089,51.648,1.0,181.77,64.114,1.0,183.359,78.15,1.0,179.346,92.302,1.0,172.757,108.036,1.0,160.341,120.25,1.0,139.619,125.675,1.0,120.112,125.762,1.0,105.375,115.418,1.0,95.015,101.789,1.0,88.043,87.4,1.0,82.887,79.467,1.0
4652,182.077,51.679,1.0,181.755,64.117,1.0,183.29,78.185,1.0,179.38,92.353,1.0,172.693,108.138,1.0,160.254,120.191,1.0,139.34,125.826,1.0,119.852,126.023,1.0,105.163,115.686,1.0,95.071,102.144,1.0,87.993,87.544,1.0,82.739,79.423,1.0
4653,182.123,51.646,1.0,181.821,64.138,1.0,183.339,78.134,1.0,179.431,92.209,1.0,172.709,108.019,1.0,160.345,120.208,1.0,139.519,125.613,1.0,120.188,126.108,1.0,105.371,116.021,1.0,95.153,102.535,1.0,87.76,87.778,1.0,82.629,79.648,1.0
4654,182.127,51.693,1.0,181.812,64.15,1.0,183.353,78.116,1.0,179.436,92.282,1.0,172.378,108.139,1.0,160.376,120.041,1.0,139.549,125.81,1.0,120.418,126.261,1.0,105.322,115.854,1.0,95.084,102.113,1.0,88.012,87.844,1.0,82.816,79.784,1.0
4655,182.204,51.643,1.0,181.831,64.141,1.0,183.319,77.959,1.0,179.592,91.899,1.0,172.643,107.894,1.0,160.511,120.448,1.0,139.706,125.691,1.0,120.203,126.278,1.0,105.288,115.853,1.0,95.101,102.047,1.0,88.314,87.806,1.0,83.043,79.893,1.0
4656,182.113,51.81,1.0,181.831,64.314,1.0,183.531,78.604,1.0,179.562,93.443,1.0,172.568,109.125,1.0,160.372,120.323,1.0,139.076,126.282,1.0,119.179,126.585,1.0,104.384,116.046,1.0,94.433,101.164,1.0,88.54,87.868,1.0,83.201,79.457,1.0
4657,182.193,51.706,1.0,181.882,64.143,1.0,183.696,78.279,1.0,179.585,92.981,1.0,172.269,108.728,1.0,160.212,120.227,1.0,138.835,126.167,1.0,118.972,126.382,1.0,104.293,116.001,1.0,94.453,101.252,1.0,88.452,87.481,1.0,83.141,79.024,1.0
4658,182.141,51.655,1.0,181.783,64.148,1.0,183.645,78.183,1.0,179.368,92.745,1.0,172.272,108.619,1.0,160.347,120.028,1.0,139.243,125.938,1.0,120.132,125.847,1.0,105.104,115.472,1.0,94.749,101.297,1.0,88.419,87.172,1.0,83.039,78.781,1.0
4659,182.15,51.615,1.0,181.792,64.085,1.0,183.673,78.143,1.0,179.501,92.705,1.0,172.093,108.824,1.0,160.211,119.95,1.0,139.258,126.128,1.0,120.236,126.04,1.0,104.974,116.008,1.0,94.594,101.084,1.0,88.112,87.772,1.0,83.005,79.015,1.0
4660,182.169,51.718,1.0,181.915,64.196,1.0,183.617,78.158,1.0,179.336,92.81,1.0,172.335,108.814,1.0,160.382,120.252,1.0,139.647,126.364,1.0,120.71,126.257,1.0,105.186,116.333,1.0,94.726,101.337,1.0,88.441,87.93,1.0,83.136,79.275,1.0
4661,182.161,51.773,1.0,181.953,64.256,1.0,183.714,78.021,1.0,179.494,92.283,1.0,172.729,108.582,1.0,160.479,120.585,1.0,139.99,126.324,1.0,120.825,126.271,1.0,105.368,116.608,1.0,94.885,101.457,1.0,88.482,87.923,1.0,83.217,79.534,1.0
4662,182.172,51.743,1.0,181.909,64.184,1.0,183.697,77.985,1.0,179.507,92.378,1.0,172.672,108.594,1.0,160.532,120.487,1.0,140.079,126.263,1.0,120.705,126.279,1.0,105.117,116.559,1.0,94.875,101.705,1.0,88.746,87.867,1.0,83.174,79.848,1.0
4663,182.153,51.745,1.0,181.784,64.158,1.0,183.693,77.87,1.0,179.534,92.099,1.0,172.698,108.29,1.0,160.566,120.342,1.0,139.896,126.036,1.0,120.614,126.108,1.0,104.943,116.184,1.0,94.672,101.241,1.0,88.579,87.98,1.0,83.287,79.488,1.0
4664,182.129,51.755,1.0,181.788,64.16,1.0,183.639,77.964,1.0,179.461,92.253,1.0,172.686,108.347,1.0,160.542,120.215,1.0,139.759,125.878,1.0,120.619,125.908,1.0,105.197,115.783,1.0,94.859,101.269,1.0,88.802,87.449,1.0,83.375,78.993,1.0
4665,182.204,51.647,1.0,181.778,64.122,1.0,183.709,77.808,1.0,179.619,92.019,1.0,172.499,108.285,1.0,160.479,120.029,1.0,139.66,125.849,1.0,120.411,125.92,1.0,104.911,115.596,1.0,94.738,101.237,1.0,88.711,87.432,1.0,83.333,79.001,1.0
4666,182.124,51.664,1.0,181.736,64.107,1.0,183.654,77.784,1.0,179.622,91.994,1.0,172.383,108.216,1.0,160.443,120.084,1.0,139.836,125.802,1.0,120.788,125.913,1.0,105.37,115.944,1.0,95.099,102.449,1.0,88.162,88.789,1.0,82.559,80.186,1.0
4667,182.241,51.666,1.0,181.847,64.231,1.0,183.697,77.694,1.0,179.608,92.026,1.0,172.392,108.126,1.0,160.408,120.307,1.0,139.709,126.005,1.0,120.408,126.232,1.0,104.941,115.799,1.0,94.643,101.773,1.0,88.39,88.535,1.0,83.164,80.252,1.0
4668,182.153,51.643,1.0,181.768,64.241,1.0,183.376,78.267,1.0,179.622,92.694,1.0,173.118,108.238,1.0,160.775,120.577,1.0,139.588,125.714,1.0,119.046,125.654,1.0,104.436,115.51,1.0,94.622,100.854,1.0,88.426,87.972,1.0,83.075,79.217,1.0
4669,182.239,51.592,1.0,181.802,64.23,1.0,183.293,78.167,1.0,179.343,92.456,1.0,171.742,108.27,1.0,160.328,119.922,1.0,139.064,125.792,1.0,118.45,125.257,1.0,103.911,114.538,1.0,94.466,100.11,1.0,88.379,87.237,1.0,82.951,78.889,1.0
4670,182.195,51.584,1.0,181.794,64.287,1.0,183.367,77.932,1.0,179.44,92.101,1.0,172.102,108.035,1.0,160.454,120.092,1.0,139.619,125.74,1.0,120.04,125.368,1.0,104.643,115.03,1.0,94.795,100.607,1.0,88.391,87.015,1.0,83.156,78.653,1.0
4671,182.246,51.617,1.0,181.851,64.343,1.0,183.409,78.072,1.0,179.545,92.238,1.0,172.235,108.105,1.0,160.495,120.317,1.0,139.5,125.815,1.0,119.068,125.734,1.0,104.404,115.251,1.0,94.35,100.817,1.0,88.364,87.582,1.0,83.213,79.503,1.0
4672,182.247,51.632,1.0,181.841,64.44,1.0,183.458,77.988,1.0,179.596,92.409,1.0,172.678,108.079,1.0,159.575,119.924,1.0,140.17,126.573,1.0,120.358,126.44,1.0,105.127,116.779,1.0,94.681,102.759,1.0,88.118,88.827,1.0,82.836,80.847,1.0
4673,182.295,51.654,1.0,181.936,64.38,1.0,183.565,77.967,1.0,179.753,92.417,1.0,172.39,108.343,1.0,159.575,120.04,1.0,140.09,126.485,1.0,120.481,126.472,1.0,104.938,116.527,1.0,94.673,102.382,1.0,88.416,88.965,1.0,82.876,80.522,1.0
4674,182.283,51.661,1.0,181.927,64.375,1.0,183.64,77.898,1.0,179.74,92.257,1.0,172.544,108.074,1.0,159.496,119.681,1.0,139.853,126.344,1.0,120.284,126.385,1.0,104.738,115.898,1.0,94.496,101.898,1.0,88.414,88.904,1.0,82.937,80.527,1.0
4675,182.257,51.676,1.0,181.902,64.344,1.0,183.613,77.914,1.0,179.562,92.507,1.0,172.402,107.975,1.0,159.507,119.727,1.0,139.685,126.243,1.0,119.895,126.293,1.0,104.337,115.642,1.0,94.182,101.319,1.0,88.211,88.88,1.0,82.719,80.662,1.0
4676,182.231,51.739,1.0,181.992,64.405,1.0,183.636,78.153,1.0,179.437,92.725,1.0,172.342,108.21,1.0,159.532,119.868,1.0,139.477,126.271,1.0,119.601,125.972,1.0,104.207,115.643,1.0,94.273,101.057,1.0,88.11,88.436,1.0,82.806,79.949,1.0
4677,182.36,51.778,1.0,182.148,64.605,1.0,183.675,78.284,1.0,179.578,92.895,1.0,172.429,108.532,1.0,159.56,120.021,1.0,139.746,126.317,1.0,120.189,126.266,1.0,104.895,116.35,1.0,94.661,101.681,1.0,87.852,88.96,1.0,82.463,80.327,1.0
4678,182.273,51.786,1.0,182.064,64.495,1.0,183.645,78.276,1.0,179.567,92.763,1.0,173.222,108.253,1.0,160.017,120.044,1.0,139.886,126.255,1.0,120.117,126.393,1.0,104.995,116.438,1.0,94.924,102.248,1.0,88.144,89.06,1.0,82.51,80.773,1.0
4679,182.26,51.672,1.0,181.958,64.362,1.0,183.67,78.054,1.0,179.746,92.361,1.0,173.305,108.056,1.0,159.972,119.886,1.0,140.009,126.082,1.0,120.089,126.336,1.0,105.121,116.19,1.0,94.946,101.823,1.0,88.208,88.903,1.0,82.647,80.417,1.0
4680,182.328,51.514,1.0,181.747,64.129,1.0,183.517,77.678,1.0,179.399,91.422,1.0,172.989,107.472,1.0,160.795,120.095,1.0,139.531,125.479,1.0,118.773,126.219,1.0,104.06,115.921,1.0,94.345,100.93,1.0,87.729,89.149,1.0,82.644,80.8,1.0
4681,182.166,51.619,1.0,181.757,64.176,1.0,183.513,77.928,1.0,179.254,92.061,1.0,172.596,107.834,1.0,160.645,120.171,1.0,139.472,125.699,1.0,118.618,125.972,1.0,104.112,115.48,1.0,94.328,100.511,1.0,88.042,88.694,1.0,82.867,80.61,1.0
4682,182.27,51.654,1.0,181.75,64.242,1.0,183.483,77.862,1.0,179.333,91.963,1.0,172.373,107.971,1.0,159.503,119.696,1.0,139.825,126.218,1.0,119.468,126.359,1.0,104.462,116.009,1.0,94.319,100.731,1.0,87.752,89.289,1.0,82.564,81.271,1.0
4683,182.259,51.626,1.0,181.728,64.21,1.0,183.505,77.73,1.0,179.443,91.593,1.0,172.7,107.815,1.0,160.202,119.472,1.0,140.573,126.396,1.0,119.947,126.889,1.0,104.978,116.896,1.0,94.859,101.91,1.0,89.12,87.458,1.0,82.523,81.339,1.0
4684,182.253,51.568,1.0,181.735,64.205,1.0,183.552,77.664,1.0,179.601,91.318,1.0,172.868,107.884,1.0,160.557,119.406,1.0,140.92,126.33,1.0,120.653,126.9,1.0,102.693,117.9,1.0,95.296,102.201,1.0,89.455,87.786,1.0,82.605,81.155,1.0
4685,182.312,51.595,1.0,181.796,64.16,1.0,183.601,77.806,1.0,179.473,91.495,1.0,173.031,107.708,1.0,160.951,120.481,1.0,140.326,125.851,1.0,120.272,126.723,1.0,105.11,116.568,1.0,95.252,101.71,1.0,89.291,87.684,1.0,82.535,81.107,1.0
4686,182.182,51.718,1.0,181.794,64.12,1.0,183.577,78.033,1.0,179.23,92.163,1.0,172.718,108.111,1.0,160.769,120.4,1.0,139.8,125.754,1.0,119.107,126.065,1.0,104.534,115.666,1.0,94.621,100.508,1.0,87.957,88.824,1.0,82.842,79.928,1.0
4687,182.083,51.762,1.0,181.757,64.142,1.0,183.485,78.061,1.0,179.087,92.288,1.0,172.861,108.123,1.0,160.792,120.117,1.0,139.582,125.636,1.0,118.949,125.819,1.0,104.754,115.459,1.0,94.729,100.786,1.0,88.3,88.167,1.0,82.91,79.639,1.0
4688,182.133,51.742,1.0,181.803,64.2,1.0,183.511,78.042,1.0,179.126,92.251,1.0,172.658,108.174,1.0,160.792,120.401,1.0,139.976,125.913,1.0,119.681,126.103,1.0,104.718,115.745,1.0,94.672,100.772,1.0,88.063,89.058,1.0,82.653,80.263,1.0
4689,182.268,51.71,1.0,181.937,64.279,1.0,183.616,77.979,1.0,179.328,92.182,1.0,172.898,107.997,1.0,160.767,120.596,1.0,140.054,125.851,1.0,119.798,126.245,1.0,104.874,115.684,1.0,94.753,101.083,1.0,88.322,88.576,1.0,83.085,80.026,1.0
4690,182.265,51.725,1.0,181.869,64.245,1.0,183.593,77.933,1.0,179.29,92.247,1.0,172.942,108.023,1.0,160.832,120.769,1.0,140.004,125.841,1.0,119.52,126.201,1.0,104.804,115.582,1.0,94.775,101.01,1.0,88.26,88.475,1.0,82.901,79.986,1.0
4691,182.161,51.783,1.0,181.884,64.297,1.0,183.432,77.999,1.0,179.114,92.291,1.0,172.802,107.925,1.0,160.624,120.229,1.0,139.663,125.69,1.0,119.059,125.572,1.0,104.575,114.729,1.0,95.143,100.314,1.0,88.751,87.276,1.0,83.197,79.306,1.0
4692,182.131,51.568,1.0,181.797,64.044,1.0,183.416,78.088,1.0,179.53,92.584,1.0,172.097,108.027,1.0,160.355,119.966,1.0,139.191,125.626,1.0,118.884,125.65,1.0,104.794,115.529,1.0,95.163,101.168,1.0,88.809,86.65,1.0,83.462,78.0,1.0
4693,182.187,51.49,1.0,181.863,63.968,1.0,183.459,78.124,1.0,179.613,92.683,1.0,172.018,108.244,1.0,160.278,120.035,1.0,139.295,125.683,1.0,119.029,125.684,1.0,104.746,115.537,1.0,95.228,100.971,1.0,88.98,86.581,1.0,83.57,78.006,1.0
4694,182.16,51.463,1.0,181.759,63.958,1.0,183.444,78.036,1.0,179.641,92.49,1.0,172.365,108.146,1.0,160.581,120.257,1.0,139.583,125.618,1.0,119.064,125.765,1.0,104.683,116.024,1.0,95.038,102.014,1.0,88.815,87.335,1.0,83.207,79.148,1.0
4695,182.196,51.527,1.0,181.776,64.078,1.0,183.39,77.95,1.0,179.648,92.468,1.0,172.422,108.149,1.0,160.671,120.65,1.0,139.812,125.962,1.0,119.783,126.082,1.0,104.651,115.96,1.0,94.595,101.689,1.0,88.824,87.736,1.0,83.216,79.666,1.0
4696,182.254,51.539,1.0,181.816,64.129,1.0,183.341,77.908,1.0,179.425,92.315,1.0,172.173,107.987,1.0,160.572,120.441,1.0,139.897,125.941,1.0,119.771,126.013,1.0,104.601,115.56,1.0,94.404,101.564,1.0,88.867,88.107,1.0,83.088,79.847,1.0
4697,182.2,51.561,1.0,181.799,64.145,1.0,183.383,78.012,1.0,179.321,92.469,1.0,172.193,108.165,1.0,160.6,120.502,1.0,139.656,126.099,1.0,119.536,126.303,1.0,104.462,115.848,1.0,94.544,101.513,1.0,88.753,88.365,1.0,83.161,79.819,1.0
4698,182.225,51.528,1.0,181.789,64.114,1.0,183.402,78.0,1.0,179.331,92.474,1.0,172.344,108.172,1.0,160.577,120.594,1.0,139.998,125.989,1.0,120.194,125.977,1.0,104.738,115.798,1.0,94.703,101.421,1.0,88.656,88.031,1.0,83.175,79.641,1.0
4699,182.266,51.557,1.0,181.854,64.129,1.0,183.397,78.145,1.0,179.364,92.775,1.0,172.128,108.518,1.0,160.425,120.496,1.0,139.812,126.241,1.0,119.942,126.176,1.0,104.508,115.862,1.0,94.44,101.325,1.0,88.547,88.302,1.0,83.177,79.776,1.0
4700,182.269,51.647,1.0,181.935,64.22,1.0,183.426,77.869,1.0,179.392,92.116,1.0,172.244,107.9,1.0,160.617,120.455,1.0,139.776,126.017,1.0,119.457,126.124,1.0,104.235,115.539,1.0,94.504,101.223,1.0,88.931,87.498,1.0,83.695,79.134,1.0
4701,182.161,51.646,1.0,181.913,64.25,1.0,183.38,77.847,1.0,179.398,92.031,1.0,172.327,107.81,1.0,160.354,120.252,1.0,139.766,125.63,1.0,119.824,125.155,1.0,104.834,114.24,1.0,95.814,99.632,1.0,87.097,85.457,1.0,85.961,76.375,1.0
4702,182.146,51.693,1.0,181.841,64.186,1.0,183.209,77.756,1.0,178.884,91.836,1.0,171.837,107.321,1.0,159.527,119.153,1.0,138.133,124.527,1.0,116.737,123.39,1.0,103.074,111.015,1.0,96.34,97.27,1.0,86.725,83.255,1.0,86.605,72.211,1.0
4703,182.238,51.56,1.0,181.898,63.999,1.0,183.403,77.623,1.0,178.9,91.565,1.0,170.935,106.834,1.0,158.196,118.283,1.0,137.327,123.255,1.0,116.607,120.75,1.0,102.009,111.344,1.0,94.599,95.349,1.0,87.009,81.306,1.0,87.417,71.692,1.0
4704,182.231,51.563,1.0,181.562,64.084,1.0,182.922,77.641,1.0,178.084,91.529,1.0,170.08,106.676,1.0,156.793,117.594,1.0,135.491,122.635,1.0,114.482,119.736,1.0,101.163,110.654,1.0,93.526,93.622,1.0,87.466,79.37,1.0,87.828,68.53,1.0
4705,182.303,51.465,1.0,181.607,64.017,1.0,182.945,77.554,1.0,178.218,91.406,1.0,169.826,106.649,1.0,156.425,117.861,1.0,135.248,122.527,1.0,114.057,119.255,1.0,100.684,109.817,1.0,93.389,92.917,1.0,87.625,79.386,1.0,88.138,68.325,1.0
4706,182.265,51.564,1.0,181.594,64.051,1.0,183.169,77.633,1.0,178.286,91.546,1.0,170.271,106.645,1.0,157.208,117.852,1.0,135.912,122.997,1.0,114.777,119.655,1.0,101.34,110.355,1.0,93.625,93.697,1.0,88.137,79.677,1.0,88.936,68.94,1.0
4707,182.327,51.539,1.0,181.489,63.915,1.0,183.348,77.432,1.0,179.074,90.337,1.0,171.52,106.559,1.0,158.92,117.759,1.0,137.326,122.755,1.0,116.086,120.033,1.0,102.424,110.712,1.0,94.744,94.445,1.0,88.234,80.349,1.0,88.669,69.961,1.0
4708,182.231,51.705,1.0,181.577,64.103,1.0,183.206,77.648,1.0,178.572,91.187,1.0,170.806,106.747,1.0,158.214,117.561,1.0,137.035,122.748,1.0,115.903,119.616,1.0,102.014,110.82,1.0,94.524,94.544,1.0,88.581,80.072,1.0,89.016,69.496,1.0
4709,182.296,51.576,1.0,181.49,64.013,1.0,183.04,77.641,1.0,178.228,91.139,1.0,171.105,106.475,1.0,157.894,116.993,1.0,137.602,121.428,1.0,115.275,120.743,1.0,101.607,108.827,1.0,94.779,92.294,1.0,89.092,78.53,1.0,88.244,67.212,1.0
4710,182.223,51.55,1.0,181.482,64.024,1.0,182.876,77.455,1.0,177.695,91.764,1.0,170.109,106.369,1.0,156.31,117.236,1.0,136.891,121.631,1.0,115.327,120.716,1.0,100.254,108.52,1.0,93.705,92.416,1.0,88.626,77.925,1.0,88.518,66.938,1.0
4711,182.208,51.459,1.0,181.646,63.87,1.0,183.102,77.278,1.0,178.262,91.272,1.0,169.181,106.581,1.0,155.601,117.366,1.0,136.834,121.837,1.0,116.156,120.753,1.0,101.531,109.499,1.0,94.512,93.837,1.0,89.07,78.05,1.0,88.646,66.761,1.0
4712,182.263,51.432,1.0,181.556,63.921,1.0,183.045,77.354,1.0,178.368,91.37,1.0,170.103,106.297,1.0,156.181,117.456,1.0,136.757,121.814,1.0,115.476,120.634,1.0,101.471,108.81,1.0,94.252,92.889,1.0,89.146,78.534,1.0,88.947,67.133,1.0
4713,182.254,51.527,1.0,181.717,63.945,1.0,183.066,77.36,1.0,178.416,91.243,1.0,170.589,106.399,1.0,156.523,117.596,1.0,136.915,121.754,1.0,116.108,120.957,1.0,101.77,109.123,1.0,94.601,92.532,1.0,88.974,79.105,1.0,87.757,66.88,1.0
4714,182.288,51.494,1.0,181.647,63.855,1.0,183.086,77.121,1.0,178.153,91.096,1.0,170.267,106.046,1.0,156.197,117.091,1.0,136.53,120.919,1.0,115.379,119.955,1.0,101.569,107.611,1.0,94.485,91.273,1.0,89.547,77.789,1.0,87.972,65.914,1.0
4715,182.343,51.503,1.0,181.599,63.914,1.0,183.066,77.184,1.0,178.225,91.01,1.0,170.259,105.97,1.0,156.574,116.724,1.0,137.228,120.737,1.0,115.384,119.194,1.0,101.683,106.34,1.0,94.905,90.314,1.0,90.762,76.281,1.0,88.532,64.499,1.0
4716,182.098,51.435,1.0,181.57,63.839,1.0,182.881,77.429,1.0,177.982,91.738,1.0,168.723,106.761,1.0,154.965,116.554,1.0,137.037,120.896,1.0,114.6,118.681,1.0,101.885,106.157,1.0,95.469,89.997,1.0,91.97,75.266,1.0,90.531,64.652,1.0
4717,182.164,51.469,1.0,181.553,63.929,1.0,182.961,77.386,1.0,178.012,91.454,1.0,169.05,106.482,1.0,155.423,116.644,1.0,137.171,120.9,1.0,114.633,119.275,1.0,101.512,106.553,1.0,95.172,90.362,1.0,91.288,75.819,1.0,89.13,64.116,1.0
4718,182.2,51.427,1.0,181.594,63.84,1.0,183.058,77.131,1.0,178.267,91.068,1.0,169.443,106.227,1.0,156.057,116.675,1.0,137.554,120.895,1.0,115.281,119.623,1.0,102.307,106.602,1.0,96.29,90.564,1.0,92.467,75.697,1.0,90.275,63.725,1.0
4719,182.194,51.526,1.0,181.657,63.925,1.0,182.884,77.192,1.0,177.937,90.903,1.0,169.904,105.904,1.0,156.431,116.376,1.0,137.236,120.565,1.0,115.097,119.112,1.0,101.811,105.958,1.0,95.962,89.494,1.0,92.422,75.102,1.0,90.638,64.85,1.0
4720,182.118,51.591,1.0,181.684,63.927,1.0,182.934,77.215,1.0,177.764,91.227,1.0,169.617,105.99,1.0,156.056,116.243,1.0,137.543,120.436,1.0,114.565,117.992,1.0,101.555,105.222,1.0,96.064,88.748,1.0,92.939,73.347,1.0,91.315,63.987,1.0
4721,182.172,51.533,1.0,181.601,63.931,1.0,182.835,77.459,1.0,177.691,91.434,1.0,170.052,106.08,1.0,156.376,116.214,1.0,137.504,120.512,1.0,114.139,117.567,1.0,100.986,104.385,1.0,96.009,88.401,1.0,93.297,72.718,1.0,91.388,63.416,1.0
4722,182.143,51.493,1.0,181.689,63.877,1.0,182.84,77.225,1.0,177.819,91.218,1.0,169.492,106.018,1.0,155.666,116.237,1.0,137.154,120.399,1.0,114.19,117.39,1.0,101.084,104.513,1.0,96.467,88.394,1.0,93.257,72.008,1.0,91.216,63.21,1.0
4723,182.168,51.455,1.0,181.763,63.822,1.0,182.934,77.049,1.0,177.856,90.992,1.0,169.499,105.976,1.0,155.791,116.125,1.0,136.979,120.185,1.0,114.39,117.242,1.0,101.186,104.442,1.0,96.273,87.726,1.0,93.545,71.795,1.0,91.56,63.285,1.0
4724,182.213,51.586,1.0,181.773,63.925,1.0,182.857,77.236,1.0,177.744,91.295,1.0,169.526,106.108,1.0,155.77,116.103,1.0,136.917,120.017,1.0,113.913,116.932,1.0,100.966,104.088,1.0,95.965,87.622,1.0,93.28,71.422,1.0,91.43,63.245,1.0
4725,182.273,51.601,1.0,181.806,63.95,1.0,182.784,77.255,1.0,177.754,91.233,1.0,169.634,105.945,1.0,155.631,116.156,1.0,136.853,119.828,1.0,114.19,116.807,1.0,101.243,106.455,1.0,96.634,88.433,1.0,93.486,73.766,1.0,91.966,63.635,1.0
4726,182.132,51.503,1.0,181.655,63.817,1.0,182.779,77.032,1.0,177.467,91.061,1.0,169.324,105.834,1.0,155.511,116.031,1.0,136.288,118.984,1.0,113.474,116.346,1.0,101.091,105.629,1.0,96.415,87.754,1.0,93.201,73.265,1.0,91.813,63.171,1.0
4727,182.153,51.467,1.0,181.701,63.781,1.0,182.835,77.075,1.0,177.095,91.278,1.0,168.863,106.163,1.0,154.582,116.252,1.0,136.277,119.104,1.0,113.209,115.991,1.0,101.121,105.635,1.0,96.047,87.412,1.0,92.775,73.059,1.0,92.085,62.811,1.0
4728,182.172,51.71,1.0,181.778,64.286,1.0,182.574,77.912,1.0,177.061,92.397,1.0,168.438,106.728,1.0,153.866,116.409,1.0,135.963,119.401,1.0,113.48,117.027,1.0,101.046,106.339,1.0,96.357,87.4,1.0,93.521,72.903,1.0,92.607,62.774,1.0
4729,182.149,51.669,1.0,181.903,64.263,1.0,182.586,77.763,1.0,176.887,92.072,1.0,168.543,106.512,1.0,153.525,116.264,1.0,135.823,119.44,1.0,113.416,117.168,1.0,100.506,104.179,1.0,95.734,88.39,1.0,92.438,72.999,1.0,91.89,62.934,1.0
4730,182.252,51.549,1.0,181.884,63.941,1.0,182.907,77.174,1.0,177.563,91.285,1.0,169.221,105.939,1.0,154.603,115.964,1.0,135.65,118.726,1.0,113.883,116.83,1.0,101.312,105.71,1.0,96.606,87.739,1.0,94.021,72.095,1.0,92.982,62.543,1.0
4731,182.284,51.462,1.0,181.893,63.871,1.0,182.808,77.325,1.0,177.422,91.441,1.0,168.916,106.076,1.0,154.549,116.043,1.0,135.911,118.58,1.0,113.868,116.569,1.0,100.905,105.588,1.0,96.316,87.126,1.0,93.476,71.923,1.0,92.557,62.183,1.0
