scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4732,182.192,51.467,1.0,181.841,63.842,1.0,182.706,77.372,1.0,177.317,91.638,1.0,168.831,106.21,1.0,154.362,115.872,1.0,136.158,118.73,1.0,113.455,116.434,1.0,100.686,105.34,1.0,96.185,86.935,1.0,93.676,72.007,1.0,92.748,62.034,1.0
4733,182.201,51.466,1.0,181.951,63.889,1.0,182.765,77.293,1.0,177.489,91.622,1.0,168.683,106.344,1.0,154.308,116.111,1.0,135.787,118.822,1.0,113.366,116.745,1.0,101.152,105.118,1.0,96.491,86.558,1.0,94.623,71.836,1.0,93.352,61.88,1.0
4734,182.235,51.465,1.0,181.968,63.862,1.0,182.778,77.222,1.0,177.444,91.482,1.0,168.426,106.354,1.0,153.761,116.151,1.0,135.465,118.759,1.0,113.253,116.933,1.0,100.953,105.328,1.0,96.298,86.719,1.0,94.436,71.525,1.0,93.088,61.745,1.0
4735,182.154,51.493,1.0,182.052,63.848,1.0,182.769,77.331,1.0,177.285,91.679,1.0,167.532,106.67,1.0,152.898,116.124,1.0,135.744,118.854,1.0,113.684,116.342,1.0,100.899,104.962,1.0,96.495,85.798,1.0,94.815,72.382,1.0,94.046,61.618,1.0
4736,182.131,51.545,1.0,181.897,63.787,1.0,182.707,77.539,1.0,176.966,91.881,1.0,167.531,106.542,1.0,152.935,115.925,1.0,135.816,118.583,1.0,113.464,115.73,1.0,100.878,104.93,1.0,96.394,85.76,1.0,94.542,72.291,1.0,93.728,61.436,1.0
4737,182.124,51.463,1.0,181.931,63.829,1.0,182.691,77.316,1.0,176.646,91.637,1.0,167.479,106.501,1.0,153.044,115.876,1.0,135.247,117.946,1.0,112.478,115.006,1.0,100.944,103.9,1.0,96.569,85.476,1.0,94.677,71.879,1.0,93.657,60.825,1.0
4738,182.137,51.431,1.0,182.007,63.871,1.0,182.687,77.243,1.0,176.932,91.541,1.0,167.341,106.384,1.0,152.75,115.844,1.0,135.532,118.094,1.0,113.572,115.421,1.0,101.379,103.768,1.0,97.057,85.85,1.0,94.729,71.678,1.0,93.901,61.085,1.0
4739,182.185,51.37,1.0,182.094,63.805,1.0,182.796,77.141,1.0,177.033,91.483,1.0,167.342,106.391,1.0,152.891,116.017,1.0,136.658,121.56,1.0,113.773,115.065,1.0,101.108,103.738,1.0,96.748,85.961,1.0,94.714,71.515,1.0,93.638,61.156,1.0
4740,182.101,51.549,1.0,181.697,64.151,1.0,182.442,77.935,1.0,176.656,92.571,1.0,168.447,106.843,1.0,153.088,116.018,1.0,134.926,122.153,1.0,111.986,114.357,1.0,101.107,103.952,1.0,96.33,85.655,1.0,94.688,71.83,1.0,93.803,60.614,1.0
4741,182.056,51.582,1.0,181.754,64.154,1.0,182.526,77.955,1.0,176.695,92.594,1.0,168.087,106.927,1.0,152.777,115.852,1.0,135.177,121.611,1.0,112.603,114.398,1.0,101.163,103.698,1.0,96.8,85.304,1.0,94.912,71.088,1.0,93.63,59.721,1.0
4742,182.115,51.553,1.0,181.953,64.148,1.0,182.646,77.863,1.0,176.727,92.567,1.0,167.692,107.044,1.0,152.985,115.796,1.0,135.976,121.082,1.0,113.14,114.423,1.0,101.527,103.7,1.0,97.184,85.346,1.0,95.15,71.118,1.0,93.77,59.672,1.0
4743,182.132,51.577,1.0,181.918,64.165,1.0,182.43,77.984,1.0,176.535,92.481,1.0,168.267,106.63,1.0,153.24,115.911,1.0,135.655,121.347,1.0,112.995,114.579,1.0,101.385,103.658,1.0,97.251,85.187,1.0,95.338,71.158,1.0,93.91,59.489,1.0
4744,182.109,51.573,1.0,181.85,64.117,1.0,182.466,77.724,1.0,176.624,92.147,1.0,168.673,106.281,1.0,153.738,115.679,1.0,135.88,121.371,1.0,113.474,114.412,1.0,101.54,103.613,1.0,97.638,85.306,1.0,95.828,71.066,1.0,94.44,59.587,1.0
4745,182.067,51.604,1.0,181.845,64.112,1.0,182.477,77.758,1.0,176.576,92.286,1.0,168.303,106.473,1.0,153.228,115.85,1.0,135.781,120.937,1.0,113.805,114.158,1.0,101.432,102.913,1.0,97.461,85.118,1.0,96.085,70.714,1.0,94.541,59.363,1.0
4746,182.059,51.611,1.0,181.834,64.1,1.0,182.449,77.671,1.0,176.524,92.129,1.0,168.269,106.346,1.0,153.382,115.693,1.0,136.07,120.648,1.0,113.914,113.875,1.0,101.522,102.51,1.0,97.644,84.913,1.0,95.996,70.307,1.0,94.098,59.105,1.0
4747,181.898,51.684,1.0,181.744,64.094,1.0,182.309,77.812,1.0,176.522,92.238,1.0,168.16,106.517,1.0,153.206,115.599,1.0,135.972,120.735,1.0,113.845,113.771,1.0,101.52,102.154,1.0,97.872,84.274,1.0,96.271,69.906,1.0,94.181,58.842,1.0
4748,181.933,51.745,1.0,181.693,64.186,1.0,182.231,77.946,1.0,176.34,92.534,1.0,168.201,106.649,1.0,153.332,115.632,1.0,135.816,120.839,1.0,113.657,113.758,1.0,101.417,102.105,1.0,97.665,84.291,1.0,96.203,70.104,1.0,94.31,58.891,1.0
4749,182.026,51.688,1.0,181.701,64.231,1.0,182.224,78.033,1.0,176.31,92.6,1.0,168.225,106.663,1.0,153.296,115.816,1.0,135.571,121.027,1.0,113.241,113.58,1.0,101.581,101.685,1.0,97.81,84.241,1.0,96.169,70.471,1.0,94.415,58.939,1.0
4750,182.037,51.655,1.0,181.745,64.206,1.0,182.328,78.088,1.0,176.391,92.728,1.0,168.103,106.787,1.0,153.069,115.752,1.0,135.4,120.988,1.0,113.189,113.781,1.0,101.497,101.786,1.0,97.892,83.835,1.0,96.341,70.315,1.0,94.499,58.866,1.0
4751,182.039,51.6,1.0,181.892,64.072,1.0,182.374,77.956,1.0,176.175,92.442,1.0,168.065,106.675,1.0,152.981,115.568,1.0,135.558,120.83,1.0,113.438,113.808,1.0,101.321,101.753,1.0,97.537,84.145,1.0,96.219,70.245,1.0,94.093,58.903,1.0
4752,181.88,51.56,1.0,181.866,64.002,1.0,182.425,77.616,1.0,176.515,92.17,1.0,167.763,106.773,1.0,152.876,115.68,1.0,136.034,120.893,1.0,113.17,113.325,1.0,101.547,102.212,1.0,97.879,84.914,1.0,95.557,69.079,1.0,94.123,58.349,1.0
4753,181.907,51.539,1.0,181.904,63.952,1.0,182.451,77.643,1.0,176.412,92.074,1.0,167.651,106.644,1.0,152.678,115.373,1.0,135.926,120.888,1.0,112.548,113.242,1.0,101.015,102.177,1.0,97.74,84.708,1.0,95.795,68.974,1.0,93.953,58.297,1.0
4754,181.899,51.564,1.0,181.902,63.965,1.0,182.383,77.496,1.0,176.568,91.93,1.0,167.926,106.579,1.0,152.681,115.449,1.0,135.745,121.05,1.0,112.771,113.341,1.0,101.364,102.1,1.0,97.759,84.321,1.0,95.864,69.067,1.0,94.405,58.069,1.0
4755,181.908,51.522,1.0,181.872,63.933,1.0,182.354,77.406,1.0,176.582,91.912,1.0,168.085,106.515,1.0,152.968,115.543,1.0,135.833,121.095,1.0,112.828,113.503,1.0,101.327,102.059,1.0,97.874,84.427,1.0,96.188,69.29,1.0,94.554,58.292,1.0
4756,181.808,51.574,1.0,181.84,63.935,1.0,182.287,77.429,1.0,176.512,92.19,1.0,167.799,106.551,1.0,152.609,115.685,1.0,135.34,120.857,1.0,112.835,113.246,1.0,101.415,101.813,1.0,97.851,84.096,1.0,95.659,68.145,1.0,94.153,57.728,1.0
4757,181.805,51.478,1.0,181.741,63.764,1.0,182.557,77.254,1.0,176.776,91.694,1.0,168.466,106.136,1.0,153.222,115.397,1.0,135.412,120.902,1.0,113.076,113.133,1.0,101.316,101.627,1.0,97.83,84.123,1.0,95.573,68.028,1.0,93.977,57.804,1.0
4758,181.816,51.525,1.0,181.779,63.807,1.0,182.566,77.345,1.0,176.649,91.966,1.0,168.067,106.29,1.0,152.783,115.5,1.0,135.757,120.773,1.0,113.38,113.645,1.0,101.106,101.969,1.0,97.855,84.391,1.0,95.638,67.949,1.0,93.941,57.584,1.0
4759,181.909,51.506,1.0,181.791,63.806,1.0,182.614,77.329,1.0,176.76,91.756,1.0,168.095,106.155,1.0,152.937,115.415,1.0,136.132,120.65,1.0,113.829,113.76,1.0,101.482,102.124,1.0,97.935,84.503,1.0,95.515,68.013,1.0,93.887,57.789,1.0
4760,181.847,51.568,1.0,181.864,63.917,1.0,182.503,77.48,1.0,176.745,91.927,1.0,167.962,106.241,1.0,152.704,115.364,1.0,136.032,120.431,1.0,114.192,113.852,1.0,101.704,102.372,1.0,97.855,84.829,1.0,95.131,68.016,1.0,93.884,57.764,1.0
4761,181.92,51.482,1.0,181.826,63.879,1.0,182.478,77.481,1.0,176.707,91.763,1.0,168.029,106.069,1.0,152.574,115.309,1.0,135.763,120.694,1.0,113.042,113.056,1.0,101.248,101.947,1.0,97.611,84.182,1.0,94.68,67.543,1.0,93.5,57.317,1.0
4762,181.879,51.592,1.0,181.845,63.933,1.0,182.482,77.452,1.0,176.616,91.799,1.0,167.992,106.038,1.0,152.684,115.221,1.0,135.392,120.558,1.0,112.641,112.512,1.0,101.339,101.373,1.0,97.919,83.689,1.0,94.852,67.107,1.0,93.455,56.862,1.0
4763,181.902,51.563,1.0,181.871,63.969,1.0,182.401,77.641,1.0,176.587,91.927,1.0,168.079,106.058,1.0,152.741,115.09,1.0,135.362,120.638,1.0,112.812,112.449,1.0,101.649,101.062,1.0,97.976,83.635,1.0,94.984,67.201,1.0,93.501,56.885,1.0
4764,181.939,51.634,1.0,181.812,63.978,1.0,182.461,78.039,1.0,176.121,92.528,1.0,166.93,106.82,1.0,151.708,115.497,1.0,135.003,120.442,1.0,111.673,111.942,1.0,101.543,100.764,1.0,93.528,84.859,1.0,95.125,66.677,1.0,93.594,56.755,1.0
4765,181.789,51.569,1.0,181.827,63.964,1.0,182.448,77.832,1.0,176.063,92.196,1.0,166.525,106.665,1.0,151.476,115.439,1.0,135.064,120.533,1.0,111.329,112.319,1.0,100.638,101.012,1.0,97.544,83.406,1.0,94.795,67.098,1.0,93.439,57.409,1.0
4766,181.848,51.621,1.0,181.88,64.013,1.0,182.559,77.729,1.0,176.004,92.361,1.0,166.426,106.731,1.0,151.424,115.443,1.0,134.994,120.637,1.0,111.285,112.511,1.0,101.006,101.754,1.0,97.369,83.894,1.0,94.131,66.836,1.0,93.305,56.905,1.0
4767,182.028,51.571,1.0,181.982,63.975,1.0,182.643,77.616,1.0,176.134,92.141,1.0,166.912,106.48,1.0,151.795,115.502,1.0,135.148,120.606,1.0,111.513,112.4,1.0,101.001,101.041,1.0,97.702,83.107,1.0,95.101,66.868,1.0,93.685,56.88,1.0
4768,181.919,51.441,1.0,181.815,63.695,1.0,182.53,77.483,1.0,176.216,91.51,1.0,167.443,106.181,1.0,152.241,115.122,1.0,135.446,120.866,1.0,111.566,112.311,1.0,100.478,100.806,1.0,97.455,83.778,1.0,94.527,67.754,1.0,93.58,57.686,1.0
4769,182.017,51.571,1.0,181.881,63.831,1.0,182.543,77.324,1.0,176.26,91.663,1.0,167.183,106.465,1.0,152.034,115.176,1.0,135.119,120.441,1.0,111.658,111.691,1.0,101.423,100.242,1.0,97.945,83.141,1.0,94.616,66.812,1.0,93.526,56.504,1.0
4770,181.943,51.581,1.0,181.957,63.942,1.0,182.387,77.397,1.0,176.19,91.774,1.0,167.389,106.445,1.0,152.134,115.261,1.0,135.2,120.799,1.0,111.902,111.764,1.0,101.422,100.405,1.0,97.983,83.627,1.0,94.77,67.616,1.0,93.505,57.1,1.0
4771,181.994,51.531,1.0,182.003,63.953,1.0,182.456,77.68,1.0,176.352,92.203,1.0,167.252,106.587,1.0,151.76,115.358,1.0,135.168,120.83,1.0,111.781,112.388,1.0,100.7,100.981,1.0,97.571,83.857,1.0,94.457,67.305,1.0,93.454,57.13,1.0
4772,182.05,51.415,1.0,181.998,63.932,1.0,182.511,77.436,1.0,176.402,92.047,1.0,167.92,106.166,1.0,152.476,115.242,1.0,134.932,120.799,1.0,111.671,111.993,1.0,101.3,100.625,1.0,97.976,83.448,1.0,95.494,67.397,1.0,93.821,57.014,1.0
4773,181.932,51.525,1.0,182.05,63.954,1.0,182.463,77.617,1.0,176.084,92.098,1.0,167.44,106.374,1.0,152.147,115.076,1.0,134.964,120.537,1.0,111.685,111.505,1.0,101.206,99.932,1.0,97.981,82.651,1.0,94.93,66.396,1.0,93.683,56.466,1.0
4774,181.807,51.467,1.0,182.118,63.852,1.0,182.498,77.387,1.0,175.901,91.834,1.0,166.871,106.356,1.0,151.943,115.245,1.0,134.842,120.53,1.0,111.783,111.532,1.0,101.315,99.876,1.0,97.921,82.747,1.0,95.026,67.144,1.0,93.657,57.054,1.0
4775,181.889,51.57,1.0,182.07,63.914,1.0,182.49,77.516,1.0,176.271,92.098,1.0,167.172,106.531,1.0,151.734,115.379,1.0,134.764,120.761,1.0,111.663,111.973,1.0,101.295,100.225,1.0,97.811,82.839,1.0,95.384,67.477,1.0,93.696,57.219,1.0
4776,181.935,51.654,1.0,181.835,63.998,1.0,181.986,77.934,1.0,175.597,92.164,1.0,166.258,106.82,1.0,151.359,115.486,1.0,134.3,120.649,1.0,111.239,111.782,1.0,101.445,100.379,1.0,93.831,84.568,1.0,94.577,66.336,1.0,93.841,55.779,1.0
4777,181.844,51.596,1.0,181.89,63.951,1.0,182.195,77.873,1.0,175.869,92.061,1.0,166.173,106.704,1.0,151.288,115.229,1.0,135.113,119.856,1.0,111.976,111.284,1.0,101.864,100.237,1.0,94.124,84.412,1.0,94.823,66.315,1.0,93.777,55.754,1.0
4778,181.803,51.667,1.0,181.988,64.077,1.0,182.051,77.823,1.0,175.798,91.996,1.0,166.229,106.63,1.0,151.358,115.107,1.0,134.909,120.008,1.0,112.365,111.466,1.0,102.016,100.669,1.0,93.973,84.934,1.0,94.343,66.292,1.0,93.482,55.774,1.0
4779,181.848,51.681,1.0,182.015,64.012,1.0,182.059,77.725,1.0,175.987,91.921,1.0,166.18,106.606,1.0,151.255,115.372,1.0,135.175,120.31,1.0,112.075,112.403,1.0,101.524,101.503,1.0,98.148,84.008,1.0,94.258,66.848,1.0,93.32,56.271,1.0
4780,181.84,51.676,1.0,181.988,64.01,1.0,182.277,77.635,1.0,176.251,91.97,1.0,166.576,106.634,1.0,151.516,115.473,1.0,135.405,120.401,1.0,112.129,112.778,1.0,101.891,101.493,1.0,93.583,84.901,1.0,94.54,66.631,1.0,93.456,56.242,1.0
4781,181.874,51.682,1.0,181.959,64.058,1.0,182.205,77.533,1.0,175.942,91.929,1.0,166.416,106.619,1.0,151.449,115.35,1.0,135.455,120.225,1.0,112.272,112.804,1.0,101.836,101.643,1.0,93.524,84.919,1.0,94.25,66.733,1.0,93.44,56.152,1.0
4782,181.949,51.676,1.0,181.971,64.112,1.0,182.134,77.59,1.0,175.621,91.834,1.0,166.276,106.653,1.0,151.479,115.13,1.0,134.992,120.401,1.0,111.644,111.776,1.0,101.401,100.644,1.0,93.59,83.943,1.0,94.694,66.268,1.0,93.795,56.162,1.0
4783,182.003,51.65,1.0,182.034,64.129,1.0,182.152,77.509,1.0,176.052,91.995,1.0,166.285,106.527,1.0,151.284,115.31,1.0,135.429,119.967,1.0,111.763,111.625,1.0,101.841,100.382,1.0,93.783,83.181,1.0,95.061,66.464,1.0,94.034,55.784,1.0
4784,181.941,51.738,1.0,181.9,64.168,1.0,182.05,77.565,1.0,176.037,91.947,1.0,166.318,106.586,1.0,151.303,115.275,1.0,135.277,119.939,1.0,111.705,111.386,1.0,101.652,100.234,1.0,93.878,82.776,1.0,95.417,66.564,1.0,94.039,55.934,1.0
4785,181.971,51.58,1.0,181.925,64.029,1.0,182.044,77.326,1.0,176.096,91.988,1.0,166.455,106.591,1.0,151.503,115.401,1.0,135.244,120.079,1.0,111.734,111.555,1.0,102.021,100.55,1.0,93.868,83.131,1.0,95.487,66.918,1.0,93.986,56.144,1.0
4786,181.962,51.587,1.0,181.953,64.069,1.0,182.114,77.395,1.0,176.088,92.101,1.0,166.638,106.615,1.0,151.887,115.272,1.0,135.647,119.981,1.0,111.85,111.797,1.0,101.86,100.49,1.0,93.839,83.376,1.0,95.338,66.441,1.0,94.105,55.773,1.0
4787,181.963,51.553,1.0,181.976,64.132,1.0,182.245,77.264,1.0,176.051,91.908,1.0,166.7,106.605,1.0,151.785,115.078,1.0,134.811,120.2,1.0,111.506,111.681,1.0,101.368,100.3,1.0,93.655,82.856,1.0,95.254,66.406,1.0,94.132,55.857,1.0
4788,181.818,51.857,1.0,181.943,64.146,1.0,182.307,77.836,1.0,176.13,92.562,1.0,168.96,105.737,1.0,150.787,115.13,1.0,134.807,119.933,1.0,111.419,111.007,1.0,101.829,99.486,1.0,94.297,82.468,1.0,95.979,65.178,1.0,95.284,56.259,1.0
4789,181.795,51.864,1.0,182.022,64.204,1.0,182.481,77.822,1.0,175.967,92.756,1.0,168.504,105.624,1.0,150.553,114.884,1.0,134.56,119.761,1.0,111.081,110.966,1.0,100.983,99.449,1.0,94.191,82.56,1.0,95.419,64.421,1.0,94.744,56.157,1.0
4790,181.789,51.744,1.0,181.862,64.08,1.0,182.426,77.82,1.0,176.125,92.846,1.0,169.128,105.925,1.0,151.06,115.424,1.0,134.995,119.887,1.0,111.341,111.066,1.0,101.478,99.646,1.0,94.185,82.383,1.0,95.597,64.8,1.0,94.693,56.185,1.0
4791,181.895,51.691,1.0,182.028,64.081,1.0,182.469,77.738,1.0,176.119,92.955,1.0,168.547,105.856,1.0,150.564,115.534,1.0,134.403,120.012,1.0,110.832,111.394,1.0,100.809,99.597,1.0,93.827,82.031,1.0,95.361,65.271,1.0,94.203,56.241,1.0
4792,181.831,51.678,1.0,182.052,63.994,1.0,182.39,77.673,1.0,176.051,92.879,1.0,168.618,105.764,1.0,150.553,115.562,1.0,134.208,119.905,1.0,110.873,111.147,1.0,101.267,99.309,1.0,94.382,81.44,1.0,96.122,64.517,1.0,94.429,56.363,1.0
4793,181.882,51.622,1.0,182.017,63.981,1.0,182.379,77.566,1.0,176.116,92.71,1.0,169.296,105.773,1.0,150.797,115.457,1.0,134.28,119.822,1.0,111.278,111.41,1.0,101.59,99.808,1.0,98.063,81.162,1.0,95.894,65.308,1.0,94.157,56.545,1.0
4794,181.735,51.584,1.0,181.994,63.891,1.0,182.285,77.486,1.0,175.749,92.455,1.0,168.494,105.5,1.0,150.537,115.154,1.0,134.07,119.736,1.0,111.058,110.932,1.0,101.246,98.903,1.0,94.099,81.631,1.0,95.36,64.525,1.0,93.979,56.209,1.0
4795,181.836,51.658,1.0,181.993,63.927,1.0,182.434,77.573,1.0,175.872,92.458,1.0,169.181,105.654,1.0,150.826,115.14,1.0,134.028,119.623,1.0,111.4,110.568,1.0,101.107,98.012,1.0,94.339,80.995,1.0,95.81,64.67,1.0,94.389,56.404,1.0
4796,181.837,51.624,1.0,181.986,63.912,1.0,182.36,77.586,1.0,175.844,92.371,1.0,165.869,106.789,1.0,150.98,115.15,1.0,134.002,119.569,1.0,111.684,110.543,1.0,100.928,98.178,1.0,98.13,80.884,1.0,95.447,64.777,1.0,94.05,56.452,1.0
4797,181.75,51.677,1.0,181.905,63.911,1.0,182.315,77.518,1.0,175.786,92.401,1.0,169.248,105.628,1.0,150.866,115.206,1.0,133.746,119.658,1.0,111.292,111.109,1.0,100.511,98.663,1.0,97.717,81.056,1.0,94.632,64.995,1.0,93.75,55.294,1.0
4798,181.829,51.706,1.0,181.947,63.976,1.0,182.374,77.294,1.0,176.2,92.335,1.0,166.575,106.717,1.0,151.874,115.129,1.0,135.361,119.94,1.0,112.444,111.342,1.0,101.973,99.528,1.0,94.373,82.834,1.0,95.176,65.544,1.0,94.201,55.06,1.0
4799,181.763,51.667,1.0,181.918,63.936,1.0,182.396,77.434,1.0,175.789,92.21,1.0,166.575,106.946,1.0,151.91,114.997,1.0,134.554,120.261,1.0,111.695,111.787,1.0,101.222,99.218,1.0,93.911,82.832,1.0,94.932,65.126,1.0,93.646,55.215,1.0
4800,181.635,51.584,1.0,181.989,63.917,1.0,182.48,77.511,1.0,176.097,92.934,1.0,167.427,105.475,1.0,150.263,115.398,1.0,135.269,119.632,1.0,110.84,110.494,1.0,101.771,98.524,1.0,94.93,81.997,1.0,96.238,63.586,1.0,95.161,56.151,1.0
4801,181.674,51.542,1.0,182.166,63.8,1.0,182.617,77.283,1.0,176.404,92.638,1.0,167.363,105.068,1.0,150.502,115.406,1.0,135.498,119.448,1.0,111.149,110.64,1.0,101.784,98.347,1.0,95.085,81.708,1.0,96.695,62.995,1.0,95.045,56.345,1.0
4802,181.769,51.549,1.0,182.161,63.915,1.0,182.602,77.455,1.0,176.399,92.467,1.0,168.225,105.145,1.0,150.678,115.181,1.0,135.146,119.738,1.0,111.004,111.187,1.0,101.269,99.396,1.0,94.302,82.661,1.0,95.159,64.889,1.0,94.015,56.304,1.0
4803,181.932,51.568,1.0,182.174,63.943,1.0,182.578,77.387,1.0,176.322,92.255,1.0,166.132,106.267,1.0,151.2,115.141,1.0,134.906,120.016,1.0,111.081,111.026,1.0,101.144,99.18,1.0,94.253,82.949,1.0,95.315,64.76,1.0,93.912,56.502,1.0
4804,181.939,51.483,1.0,182.219,63.786,1.0,182.617,77.122,1.0,176.326,91.931,1.0,168.772,105.019,1.0,150.825,115.108,1.0,135.009,119.596,1.0,110.969,111.18,1.0,101.276,99.367,1.0,94.12,82.719,1.0,95.41,64.266,1.0,93.916,56.23,1.0
4805,182.003,51.497,1.0,182.167,63.928,1.0,182.589,77.255,1.0,176.195,92.116,1.0,169.118,105.234,1.0,150.9,115.199,1.0,134.47,119.915,1.0,110.848,111.091,1.0,101.242,99.092,1.0,94.251,82.0,1.0,95.59,64.571,1.0,93.927,56.235,1.0
4806,181.92,51.419,1.0,182.096,63.881,1.0,182.533,77.299,1.0,176.103,92.116,1.0,169.211,105.23,1.0,150.878,115.012,1.0,134.664,119.891,1.0,111.077,110.928,1.0,101.47,99.124,1.0,94.172,81.432,1.0,96.032,64.423,1.0,94.504,56.173,1.0
4807,181.966,51.43,1.0,182.154,63.881,1.0,182.551,77.203,1.0,176.235,92.089,1.0,168.879,105.068,1.0,150.609,115.014,1.0,134.528,119.826,1.0,111.454,110.488,1.0,101.225,98.152,1.0,94.376,81.143,1.0,95.945,64.287,1.0,94.54,56.193,1.0
4808,181.981,51.453,1.0,182.206,63.812,1.0,182.627,77.077,1.0,176.175,91.962,1.0,168.827,105.164,1.0,150.677,115.093,1.0,134.448,119.836,1.0,111.314,110.516,1.0,101.041,98.429,1.0,94.397,81.406,1.0,95.697,63.802,1.0,94.854,56.041,1.0
4809,182.038,51.451,1.0,182.213,63.879,1.0,182.604,77.105,1.0,176.126,92.014,1.0,168.989,105.267,1.0,150.732,115.14,1.0,134.258,119.992,1.0,111.157,110.483,1.0,101.279,98.65,1.0,94.409,81.485,1.0,95.913,63.605,1.0,94.941,56.092,1.0
4810,181.925,51.507,1.0,182.056,63.903,1.0,182.57,77.179,1.0,175.901,92.11,1.0,168.873,105.261,1.0,150.762,115.211,1.0,134.259,120.066,1.0,111.236,110.907,1.0,101.224,98.782,1.0,94.333,81.604,1.0,96.084,63.395,1.0,94.999,56.014,1.0
4811,181.894,51.555,1.0,182.037,63.966,1.0,182.592,77.177,1.0,176.016,91.952,1.0,169.017,105.367,1.0,151.101,115.297,1.0,134.788,120.353,1.0,111.372,111.19,1.0,101.118,99.102,1.0,94.19,81.773,1.0,96.13,64.091,1.0,94.722,56.068,1.0
4812,182.085,51.505,1.0,181.968,63.797,1.0,182.579,77.557,1.0,176.067,92.038,1.0,169.448,105.702,1.0,150.721,114.993,1.0,134.307,120.03,1.0,111.063,110.964,1.0,100.81,99.092,1.0,94.202,81.511,1.0,96.095,64.366,1.0,95.151,56.412,1.0
4813,182.169,51.487,1.0,182.041,63.787,1.0,182.721,77.417,1.0,176.253,91.817,1.0,169.45,105.433,1.0,150.758,114.839,1.0,134.534,119.66,1.0,111.307,110.969,1.0,101.326,99.03,1.0,94.223,81.119,1.0,96.296,64.133,1.0,95.359,56.348,1.0
4814,182.144,51.42,1.0,182.095,63.796,1.0,182.569,77.562,1.0,176.169,92.063,1.0,169.519,105.467,1.0,150.85,114.783,1.0,135.017,119.18,1.0,111.409,110.263,1.0,101.57,98.933,1.0,94.777,81.181,1.0,96.119,64.426,1.0,95.147,56.264,1.0
4815,182.065,51.422,1.0,182.161,63.854,1.0,182.413,77.481,1.0,175.907,91.972,1.0,169.463,105.582,1.0,150.696,114.915,1.0,134.334,119.381,1.0,110.99,110.475,1.0,100.975,98.629,1.0,94.725,81.161,1.0,96.175,63.519,1.0,95.272,56.232,1.0
