scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
4165,317.573,184.543,1.0,318.794,198.818,1.0,322.108,211.501,1.0,321.752,228.766,1.0,316.321,246.679,1.0,309.191,261.487,1.0,296.608,279.125,1.0,278.741,288.447,1.0,263.649,292.126,1.0,252.054,296.879,1.0,229.505,296.915,1.0,222.239,296.257,1.0
4166,317.548,184.481,1.0,318.808,198.692,1.0,322.27,211.553,1.0,321.96,228.717,1.0,316.459,246.581,1.0,309.216,261.362,1.0,296.928,278.98,1.0,278.801,288.219,1.0,263.957,291.898,1.0,252.573,296.747,1.0,229.583,296.85,1.0,221.996,296.546,1.0
4167,317.58,184.583,1.0,318.868,198.9,1.0,322.183,211.712,1.0,321.986,229.076,1.0,316.656,247.02,1.0,309.508,261.75,1.0,296.726,279.069,1.0,279.021,288.522,1.0,264.231,292.082,1.0,252.64,296.835,1.0,229.595,296.743,1.0,222.144,296.327,1.0
4168,317.595,184.659,1.0,318.757,198.684,1.0,322.28,211.537,1.0,321.95,228.688,1.0,316.6,246.526,1.0,309.177,261.171,1.0,297.535,278.683,1.0,280.336,288.307,1.0,265.917,291.913,1.0,253.771,296.975,1.0,231.677,297.095,1.0,222.177,297.266,1.0
4169,317.587,184.466,1.0,319.48,200.1,1.0,322.358,211.46,1.0,321.94,228.773,1.0,317.15,246.499,1.0,309.563,261.22,1.0,297.75,278.731,1.0,280.13,288.125,1.0,265.797,291.823,1.0,253.777,296.698,1.0,231.867,297.072,1.0,222.685,297.273,1.0
4170,317.594,184.504,1.0,318.888,198.622,1.0,322.47,211.525,1.0,322.162,228.772,1.0,316.924,246.546,1.0,309.541,261.178,1.0,297.333,278.854,1.0,279.518,288.202,1.0,264.542,291.761,1.0,253.567,296.405,1.0,230.14,297.002,1.0,222.205,296.157,1.0
4171,317.545,184.537,1.0,318.83,198.679,1.0,322.338,211.665,1.0,322.149,228.957,1.0,316.498,246.706,1.0,309.197,261.482,1.0,296.659,279.157,1.0,278.788,288.3,1.0,263.415,291.73,1.0,252.492,296.448,1.0,229.101,296.681,1.0,221.841,297.161,1.0
4172,317.573,184.593,1.0,318.829,198.762,1.0,322.284,211.668,1.0,322.161,228.864,1.0,316.363,246.489,1.0,309.109,260.875,1.0,296.661,278.993,1.0,278.655,288.397,1.0,263.803,291.317,1.0,252.816,295.219,1.0,229.882,295.939,1.0,221.985,296.472,1.0
4173,317.621,184.489,1.0,318.814,198.718,1.0,322.262,211.628,1.0,322.214,229.05,1.0,316.224,246.853,1.0,309.144,261.422,1.0,296.253,279.473,1.0,278.068,287.952,1.0,261.647,291.57,1.0,251.342,294.805,1.0,229.382,295.263,1.0,222.143,295.459,1.0
4174,317.648,184.453,1.0,318.764,198.66,1.0,322.241,211.564,1.0,322.149,228.911,1.0,315.73,246.923,1.0,309.026,261.194,1.0,296.555,279.39,1.0,278.449,288.259,1.0,262.065,291.564,1.0,251.667,295.044,1.0,229.053,295.321,1.0,221.877,295.544,1.0
4175,317.722,184.401,1.0,318.704,198.892,1.0,322.081,211.858,1.0,322.089,229.198,1.0,315.743,247.244,1.0,309.17,261.498,1.0,296.204,279.589,1.0,278.182,288.129,1.0,261.611,291.499,1.0,251.334,294.929,1.0,229.418,295.526,1.0,221.92,295.725,1.0
4176,317.543,184.43,1.0,319.492,200.707,1.0,322.757,210.933,1.0,321.848,227.718,1.0,317.492,245.893,1.0,309.64,260.621,1.0,297.495,278.693,1.0,278.342,287.266,1.0,262.796,291.281,1.0,251.583,295.184,1.0,229.389,295.436,1.0,222.267,295.526,1.0
4177,317.494,184.364,1.0,319.456,200.612,1.0,322.768,211.061,1.0,321.833,228.12,1.0,317.086,246.159,1.0,309.517,260.803,1.0,297.39,278.732,1.0,278.299,287.587,1.0,263.002,291.678,1.0,251.015,296.258,1.0,229.001,296.112,1.0,222.037,296.761,1.0
4178,317.483,184.344,1.0,319.437,200.608,1.0,322.559,210.887,1.0,321.882,227.542,1.0,317.844,245.777,1.0,309.786,260.855,1.0,297.393,278.992,1.0,278.405,287.451,1.0,263.243,291.577,1.0,251.673,295.526,1.0,229.522,295.64,1.0,222.287,295.951,1.0
4179,317.476,184.305,1.0,319.424,200.511,1.0,322.589,211.025,1.0,321.934,227.856,1.0,317.692,246.052,1.0,309.737,261.044,1.0,297.202,279.032,1.0,278.45,287.717,1.0,262.691,291.528,1.0,250.915,295.323,1.0,229.137,295.491,1.0,221.932,295.641,1.0
4180,317.474,184.366,1.0,319.475,200.381,1.0,322.803,211.095,1.0,322.035,228.015,1.0,317.286,245.932,1.0,309.536,260.544,1.0,297.89,278.667,1.0,279.159,287.56,1.0,264.497,291.341,1.0,252.808,295.795,1.0,229.616,296.223,1.0,221.75,296.797,1.0
4181,317.415,184.333,1.0,319.292,200.526,1.0,322.618,211.114,1.0,321.744,227.95,1.0,317.485,246.076,1.0,309.872,260.939,1.0,297.794,278.76,1.0,279.115,287.372,1.0,264.252,291.322,1.0,252.269,295.759,1.0,229.518,295.534,1.0,222.029,296.24,1.0
4182,317.406,184.312,1.0,319.353,200.555,1.0,322.568,210.977,1.0,321.798,227.891,1.0,317.36,246.106,1.0,309.773,261.013,1.0,297.581,278.891,1.0,278.983,287.346,1.0,264.016,291.265,1.0,252.177,295.546,1.0,229.602,295.736,1.0,222.089,296.238,1.0
4183,317.424,184.341,1.0,319.402,200.615,1.0,322.496,210.856,1.0,321.686,227.835,1.0,317.514,246.14,1.0,309.872,261.004,1.0,297.622,278.887,1.0,279.013,287.303,1.0,264.144,291.251,1.0,252.41,295.458,1.0,229.279,295.417,1.0,221.985,296.003,1.0
4184,317.497,184.425,1.0,318.534,198.077,1.0,322.616,211.075,1.0,321.796,228.203,1.0,317.112,246.279,1.0,309.673,260.957,1.0,297.63,278.886,1.0,279.067,287.334,1.0,264.529,291.332,1.0,252.557,295.6,1.0,229.322,295.875,1.0,222.124,296.379,1.0
4185,317.407,184.322,1.0,319.376,200.488,1.0,322.518,210.902,1.0,321.602,228.019,1.0,317.402,246.227,1.0,309.821,261.143,1.0,297.345,278.972,1.0,278.682,287.425,1.0,263.646,291.342,1.0,252.044,295.296,1.0,229.351,295.782,1.0,222.136,296.475,1.0
4186,317.362,184.296,1.0,319.286,200.281,1.0,322.562,210.849,1.0,321.837,227.762,1.0,317.546,246.013,1.0,309.812,261.018,1.0,297.309,278.844,1.0,278.557,287.159,1.0,263.873,291.224,1.0,252.579,295.169,1.0,229.241,295.718,1.0,222.204,296.191,1.0
4187,317.42,184.376,1.0,319.333,200.381,1.0,322.596,210.979,1.0,321.736,227.985,1.0,317.109,246.176,1.0,309.657,260.962,1.0,297.361,278.793,1.0,278.812,287.196,1.0,264.068,291.252,1.0,252.789,295.32,1.0,229.168,295.703,1.0,222.008,296.209,1.0
4188,317.473,184.244,1.0,318.58,198.218,1.0,322.729,211.171,1.0,322.119,228.521,1.0,316.544,246.576,1.0,309.374,260.934,1.0,297.3,278.678,1.0,279.414,287.729,1.0,263.7,291.231,1.0,252.619,295.626,1.0,229.656,295.954,1.0,221.88,296.312,1.0
4189,317.502,184.326,1.0,318.599,198.116,1.0,322.716,211.047,1.0,321.982,228.37,1.0,316.808,246.483,1.0,309.248,261.037,1.0,297.414,278.667,1.0,279.317,287.83,1.0,263.289,291.341,1.0,252.021,295.032,1.0,229.79,295.924,1.0,221.795,296.087,1.0
4190,317.578,184.329,1.0,319.625,200.363,1.0,322.815,211.007,1.0,322.083,228.269,1.0,316.699,246.389,1.0,309.353,260.974,1.0,297.564,278.544,1.0,279.353,287.674,1.0,263.493,291.172,1.0,252.063,295.07,1.0,229.406,295.823,1.0,221.563,295.853,1.0
4191,317.5,184.382,1.0,319.469,200.425,1.0,322.781,211.096,1.0,322.099,228.222,1.0,316.533,246.171,1.0,309.045,260.588,1.0,297.915,278.288,1.0,279.6,287.45,1.0,264.31,291.078,1.0,252.507,295.815,1.0,228.863,296.057,1.0,220.877,296.706,1.0
4192,317.5,184.335,1.0,319.469,200.553,1.0,322.737,210.888,1.0,321.902,227.606,1.0,317.225,245.948,1.0,309.355,260.903,1.0,297.643,278.348,1.0,279.576,287.292,1.0,263.789,291.077,1.0,252.577,295.355,1.0,229.416,295.709,1.0,221.746,296.07,1.0
4193,317.401,184.356,1.0,319.415,200.455,1.0,322.605,210.957,1.0,321.931,227.627,1.0,317.118,245.865,1.0,309.253,260.853,1.0,297.604,278.324,1.0,279.786,287.675,1.0,264.178,291.279,1.0,252.827,295.392,1.0,229.32,295.621,1.0,221.834,295.899,1.0
4194,317.319,184.396,1.0,319.334,200.596,1.0,322.511,210.886,1.0,321.861,227.328,1.0,317.052,245.543,1.0,309.156,260.669,1.0,297.006,278.663,1.0,279.146,287.771,1.0,263.615,291.233,1.0,252.5,295.41,1.0,229.586,296.048,1.0,221.257,296.635,1.0
4195,317.283,184.309,1.0,319.356,200.462,1.0,322.502,210.811,1.0,321.89,227.21,1.0,317.356,245.609,1.0,309.303,260.823,1.0,296.736,278.743,1.0,278.997,287.758,1.0,262.635,291.204,1.0,251.768,295.177,1.0,229.065,295.528,1.0,221.95,296.102,1.0
4196,317.299,184.337,1.0,319.393,200.416,1.0,322.479,210.764,1.0,321.782,227.208,1.0,317.425,245.694,1.0,309.257,260.889,1.0,297.099,278.559,1.0,279.136,287.152,1.0,263.118,290.924,1.0,252.0,294.744,1.0,229.018,295.341,1.0,221.639,295.578,1.0
4197,317.278,184.32,1.0,319.417,200.442,1.0,322.483,210.791,1.0,321.773,227.376,1.0,317.084,245.762,1.0,309.295,260.955,1.0,297.226,278.597,1.0,279.292,287.542,1.0,263.572,291.158,1.0,252.422,295.267,1.0,229.309,295.561,1.0,221.646,295.961,1.0
4198,317.323,184.279,1.0,319.423,200.474,1.0,322.521,210.7,1.0,321.778,227.297,1.0,317.382,245.671,1.0,309.314,260.834,1.0,297.443,278.446,1.0,279.411,287.406,1.0,263.505,290.987,1.0,252.165,295.26,1.0,229.05,295.429,1.0,221.63,295.969,1.0
4199,317.39,184.318,1.0,319.437,200.528,1.0,322.454,210.812,1.0,321.745,227.469,1.0,317.37,245.864,1.0,309.37,261.041,1.0,297.457,278.495,1.0,279.452,287.414,1.0,263.221,291.117,1.0,251.761,295.559,1.0,228.962,295.556,1.0,221.806,295.881,1.0
4200,317.268,184.329,1.0,319.245,200.485,1.0,322.311,210.817,1.0,321.561,227.346,1.0,317.526,245.631,1.0,309.75,260.686,1.0,296.362,279.017,1.0,277.706,287.393,1.0,261.689,291.557,1.0,251.025,295.108,1.0,229.789,296.248,1.0,221.725,296.241,1.0
4201,317.454,184.526,1.0,318.578,198.075,1.0,322.445,211.021,1.0,321.647,228.058,1.0,316.939,246.071,1.0,309.733,260.985,1.0,295.775,276.836,1.0,277.913,287.828,1.0,262.133,291.322,1.0,251.259,295.647,1.0,228.949,296.03,1.0,221.028,296.291,1.0
4202,317.385,184.466,1.0,319.296,200.612,1.0,322.419,210.998,1.0,321.665,228.108,1.0,317.355,246.244,1.0,309.832,261.131,1.0,296.874,278.988,1.0,278.802,287.441,1.0,262.308,291.221,1.0,251.127,294.559,1.0,230.306,295.582,1.0,222.53,295.655,1.0
4203,317.357,184.435,1.0,319.303,200.575,1.0,322.355,210.971,1.0,321.601,227.861,1.0,317.079,246.088,1.0,309.626,261.048,1.0,296.663,279.111,1.0,278.415,287.686,1.0,261.925,291.598,1.0,250.977,295.397,1.0,229.585,295.99,1.0,222.242,296.653,1.0
4204,317.348,184.411,1.0,319.347,200.606,1.0,322.379,210.9,1.0,321.532,227.914,1.0,317.263,246.159,1.0,309.632,261.122,1.0,297.204,279.087,1.0,279.074,287.864,1.0,263.121,291.49,1.0,252.097,295.666,1.0,229.45,295.813,1.0,221.961,296.434,1.0
4205,317.331,184.362,1.0,319.294,200.494,1.0,322.386,210.882,1.0,321.54,227.886,1.0,316.983,245.976,1.0,309.571,260.659,1.0,296.9,279.0,1.0,278.781,287.973,1.0,262.729,291.467,1.0,251.035,295.247,1.0,229.131,295.908,1.0,221.86,296.566,1.0
4206,317.475,184.612,1.0,318.799,198.374,1.0,322.323,211.25,1.0,321.609,228.232,1.0,317.191,246.079,1.0,309.659,261.19,1.0,296.848,279.102,1.0,279.106,287.854,1.0,263.417,291.146,1.0,251.989,294.43,1.0,229.935,295.454,1.0,222.417,295.21,1.0
4207,317.479,184.602,1.0,318.763,198.354,1.0,322.349,211.22,1.0,321.525,228.129,1.0,316.741,246.062,1.0,309.444,260.903,1.0,296.602,279.132,1.0,278.686,288.127,1.0,262.744,291.175,1.0,251.211,294.373,1.0,229.343,295.249,1.0,222.001,295.436,1.0
4208,317.456,184.347,1.0,319.414,200.455,1.0,322.46,210.858,1.0,321.482,228.1,1.0,316.39,246.287,1.0,309.279,260.902,1.0,296.683,278.944,1.0,278.559,287.927,1.0,262.475,291.09,1.0,251.17,294.616,1.0,228.803,295.46,1.0,220.659,296.086,1.0
4209,317.443,184.331,1.0,319.404,200.342,1.0,322.549,210.864,1.0,321.513,228.226,1.0,316.709,246.328,1.0,309.524,261.087,1.0,296.714,278.898,1.0,279.171,288.562,1.0,263.292,291.313,1.0,251.926,294.948,1.0,229.583,295.509,1.0,221.557,295.965,1.0
4210,317.434,184.338,1.0,319.383,200.429,1.0,322.543,210.88,1.0,321.398,228.066,1.0,317.273,246.288,1.0,309.747,261.283,1.0,296.87,279.027,1.0,279.036,288.113,1.0,263.057,291.315,1.0,252.188,294.92,1.0,229.807,295.788,1.0,221.993,296.219,1.0
4211,317.475,184.361,1.0,319.379,200.411,1.0,322.56,210.958,1.0,321.423,228.271,1.0,317.093,246.523,1.0,309.636,261.367,1.0,296.836,279.208,1.0,279.107,288.269,1.0,263.081,291.467,1.0,252.316,295.425,1.0,230.112,296.39,1.0,222.038,296.904,1.0
4212,317.419,184.215,1.0,319.381,200.232,1.0,322.509,210.84,1.0,322.181,228.192,1.0,316.496,246.45,1.0,309.243,261.373,1.0,296.245,279.266,1.0,278.171,287.924,1.0,262.065,291.581,1.0,251.522,295.354,1.0,229.897,295.826,1.0,222.451,296.019,1.0
4213,317.413,184.213,1.0,319.291,200.221,1.0,322.452,211.1,1.0,322.14,228.388,1.0,316.528,246.469,1.0,309.209,261.454,1.0,296.053,279.328,1.0,278.314,288.101,1.0,261.818,291.394,1.0,250.966,294.683,1.0,230.167,295.26,1.0,222.6,295.131,1.0
4214,317.498,184.246,1.0,318.539,198.373,1.0,322.414,211.213,1.0,322.07,228.567,1.0,316.121,246.601,1.0,308.862,261.468,1.0,296.474,279.067,1.0,278.16,287.522,1.0,262.46,291.048,1.0,250.825,294.298,1.0,229.405,295.083,1.0,222.233,294.807,1.0
4215,317.691,184.371,1.0,318.613,198.637,1.0,322.442,211.379,1.0,322.255,228.869,1.0,315.657,246.911,1.0,308.915,261.548,1.0,296.226,279.124,1.0,277.953,288.007,1.0,261.468,291.265,1.0,249.172,293.945,1.0,234.501,295.234,1.0,221.443,293.749,1.0
4216,317.678,184.402,1.0,318.555,198.536,1.0,322.472,211.227,1.0,322.273,228.688,1.0,315.567,246.686,1.0,308.83,261.026,1.0,296.28,278.973,1.0,278.187,287.898,1.0,261.872,291.357,1.0,249.518,294.251,1.0,234.421,295.676,1.0,221.531,294.041,1.0
4217,317.511,184.261,1.0,319.376,200.365,1.0,322.495,210.934,1.0,322.252,228.241,1.0,315.897,246.399,1.0,308.829,261.11,1.0,296.336,278.809,1.0,278.465,287.845,1.0,262.217,291.279,1.0,250.587,294.427,1.0,234.627,295.772,1.0,221.773,293.92,1.0
4218,317.608,184.298,1.0,318.641,198.351,1.0,322.607,211.051,1.0,322.366,228.655,1.0,315.74,246.758,1.0,308.784,261.142,1.0,296.555,278.832,1.0,278.367,287.691,1.0,263.054,291.111,1.0,251.52,294.453,1.0,234.534,296.19,1.0,221.817,294.266,1.0
4219,317.637,184.321,1.0,318.609,198.323,1.0,322.554,211.025,1.0,322.332,228.565,1.0,315.851,246.65,1.0,308.849,261.162,1.0,296.547,278.941,1.0,278.593,287.743,1.0,263.241,291.138,1.0,251.862,294.604,1.0,229.538,294.916,1.0,222.065,294.502,1.0
4220,317.586,184.301,1.0,318.558,198.249,1.0,322.506,210.989,1.0,322.215,228.459,1.0,316.111,246.642,1.0,308.923,261.287,1.0,296.188,278.927,1.0,278.149,287.681,1.0,262.482,291.138,1.0,251.794,294.611,1.0,229.796,294.885,1.0,221.955,294.309,1.0
4221,317.643,184.368,1.0,318.589,198.305,1.0,322.566,210.959,1.0,322.27,228.507,1.0,316.193,246.694,1.0,309.092,261.441,1.0,295.863,279.124,1.0,277.869,287.921,1.0,260.638,291.551,1.0,249.054,293.659,1.0,234.342,295.092,1.0,220.954,293.618,1.0
4222,317.624,184.377,1.0,318.583,198.419,1.0,322.465,211.163,1.0,322.038,228.461,1.0,315.407,246.82,1.0,308.77,261.156,1.0,295.715,279.219,1.0,277.531,287.897,1.0,260.155,291.593,1.0,248.826,293.911,1.0,234.828,295.849,1.0,221.318,294.205,1.0
4223,317.557,184.285,1.0,319.289,200.365,1.0,322.655,210.972,1.0,322.092,228.271,1.0,316.106,246.546,1.0,309.028,260.994,1.0,295.662,279.008,1.0,277.425,287.68,1.0,259.629,291.472,1.0,247.852,293.612,1.0,234.149,295.096,1.0,220.566,293.54,1.0
4224,317.43,184.381,1.0,319.419,200.754,1.0,322.698,210.823,1.0,321.939,228.053,1.0,317.158,245.992,1.0,309.267,260.538,1.0,297.035,278.121,1.0,278.025,286.791,1.0,262.842,291.194,1.0,250.453,293.937,1.0,235.039,295.183,1.0,221.409,293.697,1.0
4225,317.436,184.275,1.0,319.452,200.656,1.0,322.642,210.859,1.0,322.039,228.039,1.0,317.015,246.044,1.0,309.307,260.673,1.0,297.448,278.105,1.0,278.766,287.129,1.0,264.07,291.064,1.0,251.563,294.417,1.0,229.367,294.444,1.0,221.757,293.875,1.0
4226,317.449,184.376,1.0,319.516,200.675,1.0,322.785,210.764,1.0,321.979,227.841,1.0,317.39,245.894,1.0,309.4,260.568,1.0,297.615,278.093,1.0,279.189,287.031,1.0,264.93,291.014,1.0,252.188,294.148,1.0,229.318,294.329,1.0,221.754,294.049,1.0
4227,317.543,184.405,1.0,319.614,200.733,1.0,322.806,210.779,1.0,322.086,228.032,1.0,317.078,246.044,1.0,309.27,260.972,1.0,297.065,278.574,1.0,278.857,287.667,1.0,263.114,291.03,1.0,249.909,293.496,1.0,234.732,294.537,1.0,220.669,293.483,1.0
4228,317.516,184.367,1.0,319.514,200.748,1.0,322.69,210.586,1.0,322.069,227.703,1.0,317.157,245.868,1.0,309.148,260.776,1.0,296.473,278.955,1.0,277.938,287.926,1.0,262.15,290.387,1.0,249.702,292.676,1.0,233.619,293.725,1.0,219.269,292.148,1.0
4229,317.391,184.382,1.0,319.345,200.876,1.0,322.743,210.38,1.0,322.195,227.287,1.0,317.415,245.369,1.0,308.951,260.211,1.0,296.055,276.439,1.0,277.69,287.842,1.0,260.978,289.668,1.0,247.509,290.463,1.0,230.382,289.064,1.0,217.668,290.382,1.0
4230,317.176,184.218,1.0,318.97,200.858,1.0,322.586,209.595,1.0,322.321,226.351,1.0,316.898,244.796,1.0,308.14,259.491,1.0,295.204,275.862,1.0,280.522,285.472,1.0,264.29,284.6,1.0,247.136,287.589,1.0,226.231,287.88,1.0,216.418,286.544,1.0
4231,317.348,184.301,1.0,319.018,200.777,1.0,322.804,209.8,1.0,322.079,226.991,1.0,316.067,244.942,1.0,307.244,258.72,1.0,294.025,274.839,1.0,279.314,284.375,1.0,259.487,289.032,1.0,247.522,284.814,1.0,224.746,282.496,1.0,212.846,280.182,1.0
4232,317.5,184.222,1.0,319.123,200.864,1.0,322.783,209.901,1.0,322.067,227.115,1.0,314.637,244.848,1.0,306.361,258.218,1.0,292.844,273.884,1.0,278.807,283.601,1.0,258.36,287.986,1.0,244.832,283.378,1.0,224.536,283.632,1.0,216.744,276.104,1.0
4233,317.487,184.322,1.0,318.239,197.848,1.0,322.846,210.282,1.0,322.138,227.181,1.0,314.763,244.609,1.0,305.868,258.225,1.0,292.534,272.906,1.0,278.491,282.406,1.0,257.819,286.143,1.0,244.075,281.919,1.0,223.987,280.877,1.0,217.943,273.436,1.0
4234,317.336,184.236,1.0,319.046,200.771,1.0,322.683,210.196,1.0,321.806,227.099,1.0,315.011,244.752,1.0,306.493,258.087,1.0,293.23,273.734,1.0,279.292,283.564,1.0,258.515,287.632,1.0,244.993,282.819,1.0,224.151,281.75,1.0,218.482,273.827,1.0
4235,317.468,184.41,1.0,318.235,198.191,1.0,322.749,210.797,1.0,321.971,227.324,1.0,315.358,245.072,1.0,306.577,258.411,1.0,293.29,274.004,1.0,278.523,283.941,1.0,257.92,287.812,1.0,245.437,283.307,1.0,224.389,283.501,1.0,217.674,276.245,1.0
4236,317.781,184.617,1.0,318.635,198.758,1.0,323.132,211.11,1.0,322.48,227.945,1.0,315.782,245.546,1.0,308.165,258.922,1.0,295.518,275.063,1.0,281.365,283.072,1.0,260.599,287.609,1.0,247.872,282.891,1.0,226.755,282.073,1.0,212.737,275.759,1.0
4237,317.589,184.471,1.0,318.24,198.512,1.0,322.863,210.697,1.0,322.162,227.337,1.0,315.337,244.958,1.0,307.336,258.515,1.0,294.492,274.66,1.0,279.717,282.889,1.0,258.613,287.405,1.0,244.981,280.783,1.0,223.174,279.058,1.0,211.227,275.099,1.0
4238,317.54,184.528,1.0,318.254,198.532,1.0,322.813,210.788,1.0,322.251,226.927,1.0,315.601,244.345,1.0,306.433,257.957,1.0,292.708,272.988,1.0,278.252,282.583,1.0,257.422,285.736,1.0,244.798,281.847,1.0,222.508,277.919,1.0,219.548,270.045,1.0
4239,317.42,184.405,1.0,319.198,200.556,1.0,322.926,210.431,1.0,322.229,227.143,1.0,315.445,244.648,1.0,305.978,257.775,1.0,292.15,272.718,1.0,272.493,281.91,1.0,254.156,282.484,1.0,243.311,277.678,1.0,221.41,272.158,1.0,217.48,269.483,1.0
4240,317.421,184.091,1.0,319.033,200.432,1.0,322.392,210.41,1.0,321.698,227.356,1.0,313.254,245.155,1.0,304.875,258.471,1.0,289.899,272.326,1.0,271.774,281.926,1.0,258.014,279.375,1.0,240.078,276.807,1.0,220.075,270.624,1.0,216.197,268.074,1.0
4241,317.386,184.097,1.0,319.181,200.342,1.0,322.824,210.087,1.0,322.226,227.544,1.0,314.044,245.224,1.0,305.461,258.371,1.0,290.569,272.528,1.0,271.795,281.635,1.0,257.936,279.129,1.0,240.258,275.818,1.0,220.873,269.162,1.0,216.721,266.22,1.0
4242,317.375,184.27,1.0,319.075,200.623,1.0,322.669,210.433,1.0,322.23,227.576,1.0,314.321,245.304,1.0,305.961,258.515,1.0,291.365,273.198,1.0,272.478,281.889,1.0,253.465,281.881,1.0,242.027,276.069,1.0,221.726,269.761,1.0,217.369,266.034,1.0
4243,317.387,184.166,1.0,319.196,200.564,1.0,322.81,210.347,1.0,322.288,227.486,1.0,314.257,245.195,1.0,305.809,258.387,1.0,291.26,273.023,1.0,272.759,282.02,1.0,253.883,281.987,1.0,242.344,276.587,1.0,221.584,269.446,1.0,217.24,266.024,1.0
4244,317.347,184.231,1.0,319.205,200.589,1.0,322.793,210.046,1.0,322.365,227.334,1.0,314.651,244.831,1.0,305.611,258.027,1.0,291.326,269.848,1.0,272.528,281.269,1.0,254.071,281.807,1.0,241.522,276.022,1.0,222.058,269.151,1.0,216.888,264.43,1.0
4245,317.302,184.233,1.0,319.172,200.611,1.0,322.832,210.22,1.0,322.471,227.137,1.0,314.426,244.786,1.0,305.042,258.24,1.0,290.656,269.918,1.0,271.652,280.283,1.0,251.846,280.659,1.0,239.915,273.906,1.0,222.084,267.334,1.0,213.891,264.233,1.0
4246,317.401,184.142,1.0,319.155,200.654,1.0,322.84,210.224,1.0,322.534,227.313,1.0,312.651,245.403,1.0,304.072,258.493,1.0,289.708,270.014,1.0,270.38,279.777,1.0,256.835,277.19,1.0,238.171,272.079,1.0,220.567,266.742,1.0,213.257,263.838,1.0
4247,317.322,184.174,1.0,318.389,197.995,1.0,322.478,210.354,1.0,322.356,227.459,1.0,312.42,245.36,1.0,303.708,258.283,1.0,289.379,270.036,1.0,269.918,279.42,1.0,256.788,276.704,1.0,238.31,272.896,1.0,220.47,264.975,1.0,213.82,261.377,1.0
4248,317.506,184.399,1.0,318.23,198.434,1.0,322.35,210.892,1.0,322.29,227.233,1.0,313.918,244.949,1.0,303.617,258.104,1.0,290.081,269.42,1.0,270.435,278.562,1.0,258.918,276.995,1.0,239.17,273.318,1.0,223.763,265.621,1.0,216.578,257.533,1.0
4249,317.425,184.269,1.0,318.023,198.381,1.0,322.213,210.796,1.0,322.223,227.006,1.0,314.168,244.788,1.0,303.767,258.3,1.0,290.353,269.247,1.0,270.451,278.551,1.0,258.778,276.953,1.0,239.154,273.091,1.0,223.873,265.472,1.0,216.768,256.916,1.0
4250,317.492,184.249,1.0,318.214,198.243,1.0,322.412,210.642,1.0,322.365,227.237,1.0,314.038,244.88,1.0,303.983,258.247,1.0,290.357,269.135,1.0,270.754,278.48,1.0,251.229,277.657,1.0,239.509,273.021,1.0,225.17,264.524,1.0,216.823,256.163,1.0
4251,317.594,184.274,1.0,318.284,198.141,1.0,322.572,210.499,1.0,322.386,227.176,1.0,314.123,244.859,1.0,303.538,258.224,1.0,290.127,268.631,1.0,269.671,277.554,1.0,257.927,275.87,1.0,238.483,272.07,1.0,224.549,263.54,1.0,216.266,254.493,1.0
