scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
3309,316.973,184.155,1.0,318.114,200.902,1.0,319.925,210.715,1.0,320.513,227.092,1.0,317.994,238.475,1.0,319.737,263.352,1.0,314.149,282.261,1.0,308.593,300.454,1.0,302.806,311.412,1.0,291.761,328.367,1.0,288.906,345.125,1.0,281.024,355.158,1.0
3310,316.907,184.112,1.0,318.032,200.919,1.0,319.851,210.606,1.0,320.506,227.083,1.0,318.024,238.591,1.0,319.9,263.635,1.0,313.83,282.527,1.0,308.349,301.026,1.0,302.493,311.606,1.0,291.308,328.51,1.0,288.479,344.285,1.0,281.189,355.337,1.0
3311,316.98,184.15,1.0,318.126,200.873,1.0,319.912,210.695,1.0,320.473,227.377,1.0,318.168,238.868,1.0,320.085,263.77,1.0,314.07,282.767,1.0,308.4,301.179,1.0,302.953,311.38,1.0,292.073,328.608,1.0,289.595,345.604,1.0,281.727,354.974,1.0
3312,316.814,183.971,1.0,318.035,200.589,1.0,320.129,210.477,1.0,320.86,227.399,1.0,318.554,238.728,1.0,320.277,263.461,1.0,315.238,282.391,1.0,309.365,300.24,1.0,302.553,315.043,1.0,294.305,328.131,1.0,289.807,345.232,1.0,284.69,355.713,1.0
3313,317.028,184.002,1.0,318.199,200.438,1.0,320.327,211.052,1.0,320.785,228.189,1.0,318.709,239.35,1.0,320.588,264.086,1.0,315.531,283.102,1.0,310.337,300.122,1.0,303.831,315.353,1.0,295.082,328.447,1.0,290.879,345.208,1.0,286.799,356.416,1.0
3314,316.727,183.96,1.0,318.016,200.734,1.0,320.207,210.549,1.0,321.058,226.631,1.0,318.71,238.739,1.0,320.947,263.361,1.0,315.806,282.547,1.0,311.023,299.796,1.0,304.386,315.239,1.0,294.978,328.395,1.0,290.654,345.267,1.0,286.714,356.503,1.0
3315,316.702,183.931,1.0,318.022,200.773,1.0,320.196,210.229,1.0,321.03,226.05,1.0,318.585,238.248,1.0,320.851,262.559,1.0,315.922,281.966,1.0,310.646,299.728,1.0,304.014,315.313,1.0,294.375,328.191,1.0,289.821,344.683,1.0,285.464,355.685,1.0
3316,316.789,183.982,1.0,318.035,200.637,1.0,320.109,210.402,1.0,320.718,226.958,1.0,318.563,238.531,1.0,320.276,263.526,1.0,314.808,282.262,1.0,309.482,300.019,1.0,301.881,314.987,1.0,293.067,327.821,1.0,288.642,343.784,1.0,283.638,355.229,1.0
3317,316.741,183.895,1.0,317.868,200.797,1.0,319.949,210.108,1.0,320.291,226.81,1.0,318.111,238.092,1.0,319.871,263.413,1.0,313.913,282.086,1.0,308.371,300.595,1.0,302.855,311.019,1.0,291.989,328.387,1.0,289.33,345.438,1.0,281.956,354.988,1.0
3318,316.76,183.916,1.0,317.913,200.784,1.0,319.9,210.329,1.0,320.334,226.785,1.0,318.032,238.099,1.0,319.672,263.365,1.0,314.244,282.064,1.0,308.449,300.269,1.0,302.817,311.156,1.0,292.097,328.516,1.0,289.151,345.499,1.0,281.756,355.078,1.0
3319,316.832,184.066,1.0,317.92,200.724,1.0,319.819,210.564,1.0,320.283,227.53,1.0,318.283,238.845,1.0,320.161,263.75,1.0,314.742,282.853,1.0,309.151,300.513,1.0,301.857,315.377,1.0,293.212,328.072,1.0,288.708,344.36,1.0,283.438,354.938,1.0
3320,316.929,184.071,1.0,318.102,200.577,1.0,320.151,210.987,1.0,320.493,227.812,1.0,318.64,239.116,1.0,320.324,263.745,1.0,315.034,282.947,1.0,309.804,300.13,1.0,302.864,314.767,1.0,294.518,327.567,1.0,290.166,344.706,1.0,285.861,355.494,1.0
3321,316.948,183.938,1.0,318.204,200.557,1.0,320.317,210.943,1.0,320.765,227.788,1.0,318.841,239.147,1.0,320.545,263.671,1.0,315.162,282.657,1.0,310.114,299.996,1.0,303.413,314.819,1.0,294.499,328.083,1.0,290.052,344.872,1.0,285.829,355.604,1.0
3322,316.874,183.921,1.0,318.121,200.558,1.0,320.255,210.623,1.0,320.692,227.407,1.0,318.684,238.81,1.0,320.461,263.526,1.0,315.222,282.593,1.0,310.084,300.221,1.0,303.127,315.001,1.0,293.627,328.262,1.0,289.114,344.992,1.0,283.818,355.27,1.0
3323,317.012,183.883,1.0,318.202,200.342,1.0,320.304,210.814,1.0,320.638,228.158,1.0,318.848,239.078,1.0,320.285,263.957,1.0,314.595,283.055,1.0,308.886,301.064,1.0,303.252,311.465,1.0,292.583,328.886,1.0,289.604,345.232,1.0,281.659,355.092,1.0
3324,316.856,183.916,1.0,318.084,200.745,1.0,320.05,209.993,1.0,320.64,226.867,1.0,318.368,238.201,1.0,320.004,263.258,1.0,314.459,282.259,1.0,310.163,297.843,1.0,301.599,312.009,1.0,291.338,329.229,1.0,287.747,346.033,1.0,280.025,355.648,1.0
3325,316.899,184.032,1.0,318.059,200.721,1.0,319.915,210.03,1.0,320.433,226.906,1.0,318.112,238.126,1.0,320.022,263.394,1.0,314.33,282.124,1.0,308.354,300.632,1.0,301.954,311.51,1.0,291.273,328.707,1.0,288.132,345.717,1.0,280.4,355.598,1.0
3326,317.135,184.075,1.0,318.316,200.508,1.0,320.229,210.57,1.0,320.65,227.769,1.0,319.091,239.368,1.0,319.877,264.284,1.0,314.174,283.221,1.0,308.01,301.172,1.0,302.777,311.509,1.0,292.021,328.764,1.0,289.207,345.391,1.0,281.234,355.265,1.0
3327,317.058,183.927,1.0,318.32,200.506,1.0,320.257,210.32,1.0,320.766,227.473,1.0,319.2,239.306,1.0,320.65,263.994,1.0,314.775,283.139,1.0,310.956,297.284,1.0,301.562,315.651,1.0,292.997,328.535,1.0,289.125,345.237,1.0,283.679,355.906,1.0
3328,317.122,184.048,1.0,318.511,200.498,1.0,320.406,210.547,1.0,321.009,227.248,1.0,319.044,238.896,1.0,320.579,263.032,1.0,316.236,282.364,1.0,310.049,299.573,1.0,303.081,314.846,1.0,294.596,327.835,1.0,290.084,345.757,1.0,285.521,356.199,1.0
3329,316.829,183.999,1.0,318.177,200.765,1.0,320.369,210.21,1.0,321.475,226.014,1.0,318.98,238.247,1.0,321.212,262.8,1.0,316.26,282.275,1.0,310.551,299.794,1.0,303.116,315.544,1.0,294.335,328.161,1.0,289.495,345.632,1.0,283.932,355.845,1.0
3330,317.111,184.018,1.0,318.415,200.356,1.0,320.443,210.823,1.0,320.938,227.653,1.0,318.954,238.889,1.0,320.54,263.794,1.0,315.621,283.199,1.0,311.294,297.047,1.0,302.499,315.945,1.0,293.606,328.533,1.0,288.857,345.141,1.0,283.316,355.417,1.0
3331,317.05,183.852,1.0,318.109,200.338,1.0,320.103,210.178,1.0,320.489,227.306,1.0,318.409,238.427,1.0,319.703,263.965,1.0,314.653,282.701,1.0,309.227,300.744,1.0,301.254,315.907,1.0,292.941,328.597,1.0,290.641,345.383,1.0,282.578,355.087,1.0
3332,317.101,183.963,1.0,318.229,200.417,1.0,320.239,210.248,1.0,320.576,227.396,1.0,318.397,238.603,1.0,319.639,263.748,1.0,314.388,282.436,1.0,308.799,300.118,1.0,303.697,310.529,1.0,292.391,328.005,1.0,289.855,345.236,1.0,282.088,354.7,1.0
3333,317.146,183.996,1.0,318.315,200.477,1.0,320.378,210.415,1.0,320.575,227.465,1.0,318.572,238.808,1.0,320.034,263.84,1.0,314.622,282.849,1.0,308.902,300.482,1.0,303.659,310.774,1.0,292.299,328.154,1.0,289.617,345.299,1.0,282.153,354.737,1.0
3334,317.185,184.049,1.0,318.392,200.457,1.0,320.453,210.43,1.0,320.644,227.533,1.0,318.747,238.933,1.0,320.083,264.104,1.0,314.671,283.229,1.0,309.043,300.975,1.0,301.762,315.919,1.0,292.621,328.721,1.0,290.173,345.597,1.0,283.1,355.147,1.0
3335,317.224,184.089,1.0,318.372,200.404,1.0,320.31,210.47,1.0,320.612,227.578,1.0,318.925,239.079,1.0,319.995,264.079,1.0,314.726,283.53,1.0,311.139,297.76,1.0,306.364,312.167,1.0,293.071,329.295,1.0,288.98,345.189,1.0,284.228,355.809,1.0
3336,316.856,184.007,1.0,318.192,200.885,1.0,320.16,210.43,1.0,320.938,226.738,1.0,318.426,238.572,1.0,320.657,263.085,1.0,315.111,282.404,1.0,309.841,300.102,1.0,303.005,315.126,1.0,294.095,328.113,1.0,289.223,345.177,1.0,284.067,355.858,1.0
3337,316.839,184.032,1.0,318.106,200.818,1.0,320.162,210.22,1.0,320.896,226.603,1.0,318.604,238.541,1.0,320.6,262.924,1.0,315.387,282.195,1.0,309.697,300.029,1.0,303.115,314.955,1.0,293.987,327.889,1.0,288.882,344.487,1.0,283.342,355.375,1.0
3338,316.825,184.019,1.0,317.977,200.816,1.0,320.133,210.273,1.0,320.772,226.575,1.0,318.486,238.382,1.0,320.541,262.846,1.0,315.092,282.24,1.0,309.643,299.792,1.0,302.708,314.787,1.0,293.436,327.896,1.0,288.553,344.608,1.0,282.319,355.052,1.0
3339,316.835,184.064,1.0,318.071,200.534,1.0,320.182,210.724,1.0,320.748,227.458,1.0,318.554,238.971,1.0,320.602,263.304,1.0,315.072,282.504,1.0,309.349,300.073,1.0,302.233,314.715,1.0,293.093,328.016,1.0,290.217,345.158,1.0,281.812,355.127,1.0
3340,316.708,183.946,1.0,317.956,200.574,1.0,320.125,210.186,1.0,320.737,226.75,1.0,318.282,238.24,1.0,320.34,262.925,1.0,314.851,282.191,1.0,308.913,300.296,1.0,303.493,311.092,1.0,292.259,328.397,1.0,289.672,345.643,1.0,281.15,355.256,1.0
3341,316.905,184.003,1.0,318.05,200.487,1.0,320.088,210.412,1.0,320.707,227.497,1.0,318.55,238.964,1.0,320.136,263.601,1.0,314.675,282.732,1.0,308.855,300.617,1.0,301.535,315.201,1.0,292.668,328.474,1.0,290.173,346.175,1.0,281.201,355.516,1.0
3342,316.798,183.898,1.0,318.002,200.481,1.0,320.073,210.388,1.0,320.656,227.512,1.0,318.469,239.078,1.0,320.43,263.859,1.0,314.889,282.717,1.0,309.855,300.11,1.0,302.635,315.261,1.0,293.87,328.146,1.0,289.347,344.281,1.0,283.516,355.576,1.0
3343,316.752,183.843,1.0,317.998,200.535,1.0,320.084,210.08,1.0,320.878,226.887,1.0,318.633,238.638,1.0,320.685,263.392,1.0,315.428,282.38,1.0,310.207,300.308,1.0,303.364,315.617,1.0,294.048,328.316,1.0,289.775,344.752,1.0,284.097,355.744,1.0
3344,316.809,183.796,1.0,318.009,200.544,1.0,320.168,210.264,1.0,320.806,227.276,1.0,318.533,238.848,1.0,320.489,263.674,1.0,315.216,282.602,1.0,309.662,300.229,1.0,302.437,315.758,1.0,293.263,328.71,1.0,288.873,344.847,1.0,283.053,355.393,1.0
3345,316.719,183.776,1.0,317.892,200.556,1.0,320.082,209.976,1.0,320.77,226.873,1.0,318.211,238.443,1.0,320.392,263.246,1.0,315.553,282.515,1.0,309.556,300.299,1.0,302.133,315.962,1.0,292.553,328.748,1.0,289.927,345.556,1.0,282.011,355.049,1.0
3346,316.781,183.839,1.0,317.855,200.594,1.0,320.058,210.203,1.0,320.65,226.855,1.0,318.308,238.341,1.0,319.886,263.194,1.0,314.954,282.035,1.0,309.333,299.828,1.0,301.391,315.12,1.0,292.332,328.346,1.0,289.469,345.591,1.0,281.373,354.878,1.0
3347,316.662,183.859,1.0,317.752,200.649,1.0,319.987,210.072,1.0,320.706,226.578,1.0,318.2,238.143,1.0,319.952,263.33,1.0,314.578,282.098,1.0,309.091,300.09,1.0,303.735,311.064,1.0,292.153,328.257,1.0,289.731,345.502,1.0,281.724,355.036,1.0
3348,317.031,184.12,1.0,318.248,200.897,1.0,320.393,209.946,1.0,320.864,227.251,1.0,318.684,238.901,1.0,320.392,263.624,1.0,314.789,283.039,1.0,310.742,297.507,1.0,303.087,311.95,1.0,292.262,328.766,1.0,290.268,345.86,1.0,282.078,355.771,1.0
3349,317.014,184.133,1.0,318.371,200.797,1.0,320.733,210.183,1.0,321.115,227.309,1.0,318.629,239.096,1.0,320.519,263.87,1.0,314.858,281.243,1.0,311.134,297.692,1.0,303.42,311.567,1.0,292.693,328.608,1.0,290.398,345.737,1.0,282.206,355.637,1.0
3350,317.078,184.157,1.0,318.407,200.767,1.0,320.582,210.274,1.0,321.007,227.384,1.0,318.759,238.954,1.0,320.219,263.824,1.0,314.99,283.142,1.0,311.107,297.456,1.0,303.635,311.306,1.0,292.731,328.304,1.0,290.089,345.473,1.0,282.034,355.335,1.0
3351,317.016,184.056,1.0,318.286,200.822,1.0,320.482,210.071,1.0,320.899,227.238,1.0,318.697,238.98,1.0,320.025,263.8,1.0,314.493,282.958,1.0,308.463,300.813,1.0,303.392,311.183,1.0,292.126,328.192,1.0,289.548,344.654,1.0,281.398,354.747,1.0
3352,317.056,184.139,1.0,318.252,200.918,1.0,320.382,210.261,1.0,320.852,227.338,1.0,318.634,238.853,1.0,319.754,263.704,1.0,314.123,283.01,1.0,307.732,301.169,1.0,302.314,311.717,1.0,296.931,328.292,1.0,288.91,344.596,1.0,280.593,355.332,1.0
3353,317.106,184.083,1.0,318.269,200.906,1.0,320.39,210.291,1.0,320.885,227.517,1.0,318.665,238.934,1.0,319.675,263.996,1.0,313.976,283.178,1.0,307.7,301.342,1.0,302.183,311.527,1.0,291.428,328.611,1.0,288.231,344.203,1.0,280.165,355.051,1.0
3354,317.057,184.04,1.0,318.176,200.962,1.0,320.367,210.048,1.0,320.837,227.252,1.0,318.456,238.663,1.0,319.711,264.005,1.0,313.569,281.562,1.0,307.689,301.657,1.0,301.915,311.721,1.0,296.744,328.39,1.0,288.272,345.052,1.0,280.671,355.049,1.0
3355,316.954,184.021,1.0,318.081,201.048,1.0,320.312,209.835,1.0,320.906,226.38,1.0,318.362,237.881,1.0,319.676,263.237,1.0,314.119,282.526,1.0,308.178,301.037,1.0,302.748,311.555,1.0,291.811,328.793,1.0,290.003,345.253,1.0,281.78,355.301,1.0
3356,317.194,184.135,1.0,318.31,200.878,1.0,320.409,210.358,1.0,320.916,227.403,1.0,318.653,238.987,1.0,319.752,264.225,1.0,314.41,281.708,1.0,308.763,301.335,1.0,303.487,311.542,1.0,292.941,328.659,1.0,288.741,344.269,1.0,284.003,355.82,1.0
3357,317.073,184.147,1.0,318.354,200.912,1.0,320.599,210.398,1.0,321.288,226.883,1.0,318.702,238.814,1.0,320.351,263.792,1.0,315.019,282.885,1.0,309.726,300.9,1.0,302.322,315.799,1.0,293.232,328.51,1.0,288.861,344.646,1.0,283.909,355.793,1.0
3358,317.045,184.299,1.0,318.344,200.88,1.0,320.602,210.427,1.0,321.22,226.935,1.0,318.947,238.848,1.0,320.556,263.795,1.0,314.911,282.703,1.0,309.755,300.598,1.0,301.945,315.328,1.0,292.897,327.824,1.0,290.737,344.517,1.0,282.939,355.01,1.0
3359,317.07,184.256,1.0,318.293,200.748,1.0,320.44,210.592,1.0,321.021,227.559,1.0,318.988,239.201,1.0,320.28,264.14,1.0,314.59,283.422,1.0,310.817,297.347,1.0,303.494,311.336,1.0,292.405,328.184,1.0,289.27,344.468,1.0,281.217,354.89,1.0
3360,316.899,183.656,1.0,318.233,200.449,1.0,320.289,210.15,1.0,320.951,226.541,1.0,318.374,238.334,1.0,320.126,263.084,1.0,314.509,282.539,1.0,308.41,300.705,1.0,302.898,311.433,1.0,292.004,328.501,1.0,288.279,345.115,1.0,280.099,355.382,1.0
3361,317.031,183.767,1.0,318.304,200.46,1.0,320.246,210.164,1.0,320.869,226.802,1.0,318.494,238.379,1.0,319.907,262.981,1.0,314.532,282.596,1.0,308.234,300.655,1.0,302.66,311.339,1.0,291.479,328.184,1.0,288.05,344.916,1.0,279.961,355.203,1.0
3362,317.036,183.759,1.0,318.306,200.53,1.0,320.101,210.11,1.0,320.825,226.64,1.0,318.496,238.24,1.0,319.85,263.072,1.0,314.392,282.562,1.0,308.266,300.918,1.0,302.89,311.543,1.0,291.65,328.471,1.0,288.451,345.271,1.0,280.071,355.369,1.0
3363,317.049,183.731,1.0,318.302,200.432,1.0,320.283,210.127,1.0,320.905,226.789,1.0,318.575,238.535,1.0,320.072,263.332,1.0,314.519,282.778,1.0,308.565,300.86,1.0,303.133,311.452,1.0,292.191,328.593,1.0,289.199,345.713,1.0,281.175,355.174,1.0
3364,316.997,183.742,1.0,318.324,200.578,1.0,320.291,210.157,1.0,321.129,226.438,1.0,318.56,238.363,1.0,320.355,263.537,1.0,314.63,282.951,1.0,310.955,297.41,1.0,301.476,315.979,1.0,292.713,328.964,1.0,290.54,346.115,1.0,282.286,355.715,1.0
3365,316.99,183.789,1.0,318.245,200.642,1.0,320.297,210.049,1.0,321.087,226.343,1.0,318.626,238.37,1.0,320.403,263.669,1.0,314.676,282.842,1.0,311.202,297.368,1.0,301.843,315.861,1.0,292.965,328.792,1.0,288.634,345.318,1.0,282.438,355.636,1.0
3366,316.967,183.718,1.0,318.21,200.607,1.0,320.291,210.112,1.0,321.103,226.454,1.0,318.566,238.386,1.0,320.176,263.643,1.0,314.813,282.827,1.0,309.39,300.616,1.0,301.578,315.734,1.0,292.833,328.589,1.0,290.763,345.877,1.0,282.501,355.659,1.0
3367,316.98,183.739,1.0,318.199,200.576,1.0,320.316,209.948,1.0,321.106,226.291,1.0,318.565,238.167,1.0,320.225,263.236,1.0,314.814,282.66,1.0,308.979,300.603,1.0,303.554,311.367,1.0,292.456,328.5,1.0,289.207,345.45,1.0,281.178,355.369,1.0
3368,317.036,183.74,1.0,318.246,200.417,1.0,320.265,210.105,1.0,320.811,226.894,1.0,318.53,238.242,1.0,319.956,263.429,1.0,314.42,282.486,1.0,308.599,300.512,1.0,303.011,311.182,1.0,291.843,328.379,1.0,289.002,345.271,1.0,280.846,355.58,1.0
3369,316.825,183.619,1.0,318.01,200.521,1.0,320.051,209.535,1.0,320.849,226.061,1.0,318.398,237.645,1.0,319.948,262.951,1.0,314.367,282.184,1.0,308.582,300.585,1.0,302.924,311.284,1.0,291.747,328.45,1.0,289.13,345.602,1.0,281.321,355.497,1.0
3370,316.847,183.598,1.0,318.048,200.412,1.0,320.154,209.824,1.0,320.929,226.471,1.0,318.542,238.084,1.0,320.103,263.406,1.0,314.618,282.632,1.0,308.6,301.04,1.0,303.259,311.639,1.0,292.168,328.867,1.0,289.622,345.83,1.0,281.588,355.344,1.0
3371,316.834,183.68,1.0,318.022,200.522,1.0,320.18,209.763,1.0,321.052,226.273,1.0,318.609,238.079,1.0,320.294,263.411,1.0,314.649,282.793,1.0,310.713,297.666,1.0,303.232,311.757,1.0,292.534,329.155,1.0,291.024,346.172,1.0,283.258,356.0,1.0
3372,316.969,183.922,1.0,318.186,200.609,1.0,320.334,210.414,1.0,320.82,227.569,1.0,318.781,239.057,1.0,320.331,263.585,1.0,314.984,283.237,1.0,311.221,297.007,1.0,303.533,311.758,1.0,292.763,328.693,1.0,290.923,346.513,1.0,282.675,356.045,1.0
3373,317.093,184.049,1.0,317.653,198.102,1.0,320.295,210.806,1.0,320.767,228.04,1.0,318.783,239.32,1.0,320.245,263.616,1.0,315.141,283.542,1.0,311.062,297.299,1.0,301.781,315.797,1.0,292.883,328.662,1.0,290.164,345.674,1.0,282.212,355.701,1.0
3374,316.973,183.951,1.0,318.244,200.562,1.0,320.226,210.618,1.0,320.758,227.768,1.0,318.707,239.034,1.0,320.097,263.325,1.0,315.066,282.705,1.0,308.979,300.375,1.0,303.346,311.251,1.0,292.277,328.242,1.0,289.399,345.971,1.0,281.019,355.422,1.0
3375,316.957,183.933,1.0,318.155,200.639,1.0,320.11,210.541,1.0,320.555,227.558,1.0,318.521,238.846,1.0,320.074,263.398,1.0,314.633,282.32,1.0,308.615,299.841,1.0,303.349,311.071,1.0,292.097,327.926,1.0,288.588,345.09,1.0,280.601,355.178,1.0
3376,316.953,183.945,1.0,318.118,200.659,1.0,320.114,210.312,1.0,320.522,227.447,1.0,318.581,238.771,1.0,319.947,263.674,1.0,314.447,282.523,1.0,308.634,300.469,1.0,302.804,311.289,1.0,291.929,328.356,1.0,288.673,345.203,1.0,280.75,355.227,1.0
3377,317.028,184.019,1.0,318.19,200.533,1.0,320.238,210.696,1.0,320.606,227.968,1.0,318.806,239.26,1.0,320.066,264.04,1.0,314.66,283.126,1.0,308.56,300.727,1.0,302.815,311.287,1.0,291.862,328.461,1.0,288.631,345.145,1.0,280.552,355.318,1.0
3378,317.144,184.088,1.0,317.747,198.168,1.0,320.279,210.952,1.0,320.798,227.985,1.0,318.922,239.403,1.0,320.156,263.852,1.0,314.841,283.016,1.0,309.025,300.613,1.0,303.141,311.381,1.0,292.076,328.275,1.0,288.725,345.272,1.0,280.148,355.593,1.0
3379,317.068,184.016,1.0,318.228,200.602,1.0,320.235,210.696,1.0,320.72,227.468,1.0,318.729,239.12,1.0,320.061,263.615,1.0,314.84,282.84,1.0,309.076,300.602,1.0,303.323,311.804,1.0,292.109,328.637,1.0,289.247,345.292,1.0,280.954,355.516,1.0
3380,317.094,184.043,1.0,318.26,200.49,1.0,320.287,210.798,1.0,320.708,227.681,1.0,318.799,239.183,1.0,319.904,263.74,1.0,314.604,283.061,1.0,308.676,301.022,1.0,302.962,311.684,1.0,291.895,328.477,1.0,288.975,345.008,1.0,281.008,355.573,1.0
3381,317.096,184.046,1.0,318.269,200.596,1.0,320.33,210.827,1.0,320.846,227.618,1.0,318.764,239.163,1.0,319.878,263.589,1.0,314.649,282.808,1.0,308.55,300.683,1.0,302.838,311.502,1.0,291.698,328.316,1.0,287.982,344.979,1.0,279.865,355.291,1.0
3382,317.048,183.984,1.0,318.208,200.612,1.0,320.272,210.749,1.0,320.777,227.455,1.0,318.727,239.057,1.0,319.922,263.595,1.0,314.393,282.749,1.0,308.249,300.63,1.0,302.417,311.274,1.0,291.343,328.197,1.0,287.663,344.709,1.0,279.581,354.991,1.0
3383,317.032,183.911,1.0,318.172,200.769,1.0,320.248,210.41,1.0,320.774,227.034,1.0,318.578,238.533,1.0,319.686,263.513,1.0,314.132,281.968,1.0,308.443,300.178,1.0,302.422,311.368,1.0,291.409,328.464,1.0,287.548,344.555,1.0,279.587,355.318,1.0
3384,317.043,183.84,1.0,318.119,200.771,1.0,320.099,209.827,1.0,320.677,226.949,1.0,318.376,238.124,1.0,319.72,263.238,1.0,314.462,282.555,1.0,307.757,300.925,1.0,301.843,311.549,1.0,296.737,328.491,1.0,287.858,344.982,1.0,280.06,355.145,1.0
3385,317.257,184.039,1.0,318.426,200.465,1.0,320.443,210.861,1.0,320.652,228.34,1.0,318.814,239.334,1.0,319.901,264.11,1.0,314.571,283.546,1.0,310.573,297.68,1.0,302.995,311.504,1.0,292.035,328.697,1.0,289.244,345.307,1.0,281.066,355.38,1.0
3386,317.281,183.952,1.0,318.416,200.376,1.0,320.488,210.703,1.0,320.81,227.977,1.0,318.8,239.246,1.0,319.873,264.108,1.0,314.469,283.135,1.0,308.492,300.896,1.0,303.497,311.268,1.0,292.33,328.331,1.0,289.645,345.359,1.0,281.443,355.169,1.0
3387,317.261,184.097,1.0,318.423,200.428,1.0,320.505,210.733,1.0,320.774,227.978,1.0,318.772,239.143,1.0,320.174,263.873,1.0,314.824,282.748,1.0,308.748,300.3,1.0,303.517,310.831,1.0,292.201,327.827,1.0,289.495,344.474,1.0,281.364,354.995,1.0
3388,317.322,184.107,1.0,318.499,200.581,1.0,320.416,210.732,1.0,320.684,227.996,1.0,318.854,239.183,1.0,320.169,263.829,1.0,314.61,283.001,1.0,310.327,297.539,1.0,302.578,311.701,1.0,291.595,328.725,1.0,289.073,344.777,1.0,280.96,355.285,1.0
3389,317.3,184.165,1.0,318.402,200.598,1.0,320.228,210.644,1.0,320.46,228.072,1.0,318.448,238.908,1.0,319.797,263.629,1.0,314.376,282.637,1.0,310.028,297.482,1.0,302.27,311.906,1.0,291.373,329.07,1.0,289.012,345.242,1.0,280.8,355.542,1.0
3390,317.332,184.053,1.0,318.499,200.42,1.0,320.492,210.665,1.0,320.566,228.266,1.0,318.83,239.307,1.0,319.757,264.028,1.0,314.424,283.023,1.0,307.965,301.03,1.0,302.436,311.7,1.0,291.483,328.783,1.0,288.984,345.002,1.0,280.793,355.262,1.0
3391,317.242,183.982,1.0,318.466,200.436,1.0,320.422,210.411,1.0,320.595,227.988,1.0,318.718,239.171,1.0,319.96,263.913,1.0,314.645,283.024,1.0,308.259,300.895,1.0,302.865,311.578,1.0,291.896,328.858,1.0,289.266,345.721,1.0,281.482,355.42,1.0
3392,317.324,184.087,1.0,318.487,200.378,1.0,320.429,210.588,1.0,320.587,228.347,1.0,318.922,239.434,1.0,320.212,264.082,1.0,314.569,283.176,1.0,310.649,297.337,1.0,302.845,311.682,1.0,291.98,328.932,1.0,290.185,345.497,1.0,281.838,355.183,1.0
3393,317.181,184.01,1.0,318.373,200.476,1.0,320.352,210.301,1.0,320.609,227.837,1.0,318.751,239.158,1.0,320.408,263.838,1.0,315.054,282.823,1.0,308.919,300.498,1.0,303.413,311.217,1.0,292.618,328.606,1.0,290.209,345.714,1.0,282.178,355.138,1.0
3394,317.166,184.071,1.0,318.418,200.512,1.0,320.439,210.415,1.0,320.779,227.787,1.0,318.894,239.134,1.0,320.408,264.006,1.0,314.885,282.948,1.0,309.293,300.678,1.0,303.882,311.323,1.0,292.638,328.595,1.0,290.264,345.946,1.0,282.156,355.133,1.0
3395,317.196,184.228,1.0,317.739,198.208,1.0,320.389,210.871,1.0,320.734,228.09,1.0,318.821,239.375,1.0,320.496,264.052,1.0,314.923,283.27,1.0,311.171,297.385,1.0,303.815,311.524,1.0,292.606,328.718,1.0,290.039,345.898,1.0,282.201,355.024,1.0
